"Time (s)","Latitude (Â°)","Longitude (Â°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (Â°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.459828701E2,4.293303236E1,-7.889303408E1,1.844637801E2,1.498969947E2,2.023996717E1,2.003864365E2,2.657268895E0,4.786794827E0,3.303200314E0,-1.000000000E0
1.469828744E2,4.293286395E1,-7.889310447E1,1.848735881E2,1.503072028E2,1.967250683E1,1.983281219E2,2.676733877E0,4.789884009E0,3.298719178E0,-1.000000000E0
1.479828708E2,4.293269501E1,-7.889316709E1,1.845884710E2,1.500224895E2,1.939968790E1,1.964228721E2,2.695955113E0,4.798087487E0,3.286775547E0,-1.000000000E0
1.489828688E2,4.293252724E1,-7.889322392E1,1.842605357E2,1.496949567E2,1.924350963E1,1.950860933E2,2.715017819E0,4.800446672E0,3.283328917E0,-1.000000000E0
1.499828686E2,4.293236101E1,-7.889328119E1,1.842960371E2,1.497308566E2,1.895954084E1,1.943323529E2,2.733586518E0,4.807023256E0,3.273692785E0,-1.000000000E0
1.509828671E2,4.293220120E1,-7.889334738E1,1.831782400E2,1.486134394E2,1.868634615E1,1.951932722E2,2.752038277E0,4.816284360E0,3.260052453E0,-1.000000000E0
1.519828649E2,4.293204235E1,-7.889341291E1,1.830169300E2,1.484525070E2,1.848375479E1,1.962705515E2,2.770344687E0,4.805076055E0,3.276550188E0,-1.000000000E0
1.529828625E2,4.293188596E1,-7.889348317E1,1.821973354E2,1.476332825E2,1.833488455E1,1.982377117E2,2.788483482E0,4.808615462E0,3.271353599E0,-1.000000000E0
1.539828607E2,4.293173600E1,-7.889357088E1,1.819198378E2,1.473561338E2,1.829479367E1,2.017449984E2,2.808063748E0,4.822043359E0,3.251528083E0,-1.000000000E0
1.549828590E2,4.293158172E1,-7.889368682E1,1.816490657E2,1.470857132E2,1.829332444E1,2.066270555E2,2.826242250E0,4.798600932E0,3.286025887E0,-1.000000000E0
1.559828564E2,4.293144011E1,-7.889379838E1,1.814452521E2,1.468822208E2,1.797017089E1,2.097099895E2,2.844289990E0,4.795560876E0,3.290460898E0,-1.000000000E0
1.569828537E2,4.293130430E1,-7.889391977E1,1.815305514E2,1.469678238E2,1.767303011E1,2.126121148E2,2.862005882E0,4.801095737E0,3.282379740E0,-1.000000000E0
1.579828511E2,4.293117795E1,-7.889405233E1,1.811196776E2,1.465572269E2,1.762392606E1,2.163480559E2,2.880002830E0,4.808416058E0,3.271646688E0,-1.000000000E0
1.589828488E2,4.293105731E1,-7.889419970E1,1.804878520E2,1.459256595E2,1.776334275E1,2.196259594E2,2.898719464E0,4.812911166E0,3.265030343E0,-1.000000000E0
1.599828465E2,4.293093674E1,-7.889436011E1,1.800159651E2,1.454540268E2,1.803050366E1,2.230571577E2,2.916105571E0,4.794140912E0,3.292529415E0,-1.000000000E0
1.609828427E2,4.293082526E1,-7.889450985E1,1.807426545E2,1.461809509E2,1.761272041E1,2.238723501E2,2.934116071E0,4.793278211E0,3.293785212E0,-1.000000000E0
1.619828405E2,4.293071227E1,-7.889466836E1,1.806369945E2,1.460755267E2,1.767883299E1,2.251050791E2,2.951734389E0,4.793905301E0,3.292872454E0,-1.000000000E0
1.629828367E2,4.293060112E1,-7.889482258E1,1.804871771E2,1.459259418E2,1.769178712E1,2.254290002E2,2.969334606E0,4.789984095E0,3.298573844E0,-1.000000000E0
1.639828345E2,4.293048759E1,-7.889497321E1,1.804549665E2,1.458939707E2,1.772973884E1,2.247989005E2,2.987178477E0,4.792447499E0,3.294993779E0,-1.000000000E0
1.649828310E2,4.293036460E1,-7.889511399E1,1.799317836E2,1.453710537E2,1.773353514E1,2.218782910E2,3.004366360E0,4.790378896E0,3.298000465E0,-1.000000000E0
1.659828278E2,4.293024838E1,-7.889525318E1,1.804557377E2,1.458952573E2,1.752707990E1,2.210367113E2,3.022454777E0,4.791095456E0,3.296959412E0,-1.000000000E0
1.669828236E2,4.293011941E1,-7.889538858E1,1.804191116E2,1.458589135E2,1.766044014E1,2.192804447E2,3.040153966E0,4.795078285E0,3.291164122E0,-1.000000000E0
1.679828210E2,4.292998930E1,-7.889551382E1,1.801813657E2,1.456214559E2,1.759743576E1,2.169383248E2,3.057837570E0,4.796805705E0,3.288645932E0,-1.000000000E0
1.689828178E2,4.292985528E1,-7.889563074E1,1.795314398E2,1.449718302E2,1.747080521E1,2.144496670E2,3.075237023E0,4.782599464E0,3.309271733E0,-1.000000000E0
1.699828142E2,4.292972070E1,-7.889573979E1,1.791824630E2,1.446231575E2,1.729939224E1,2.123706872E2,3.092550983E0,4.776813219E0,3.317618499E0,-1.000000000E0
1.709828097E2,4.292958494E1,-7.889584393E1,1.792747973E2,1.447158002E2,1.731869440E1,2.109445527E2,3.110007031E0,4.775122074E0,3.320052140E0,-1.000000000E0
1.719828063E2,4.292944922E1,-7.889595168E1,1.791699729E2,1.446112830E2,1.740544199E1,2.111113077E2,3.127873385E0,4.780012183E0,3.313007782E0,-1.000000000E0
1.729828029E2,4.292931309E1,-7.889606826E1,1.794018549E2,1.448434707E2,1.750999389E1,2.128385225E2,3.145233101E0,4.785761595E0,3.304697110E0,-1.000000000E0
1.739827994E2,4.292918634E1,-7.889619275E1,1.796450309E2,1.450869266E2,1.749603195E1,2.153109311E2,3.162436561E0,4.791952855E0,3.295713105E0,-1.000000000E0
1.749827949E2,4.292906645E1,-7.889632629E1,1.804051677E2,1.458473235E2,1.734789187E1,2.181368015E2,3.179531868E0,4.790547829E0,3.297755075E0,-1.000000000E0
1.759827914E2,4.292894799E1,-7.889646015E1,1.805720007E2,1.460144129E2,1.713688638E1,2.192960139E2,3.196185070E0,4.794539655E0,3.291948743E0,-1.000000000E0
1.769827874E2,4.292883835E1,-7.889659948E1,1.802754884E2,1.457181334E2,1.664719793E1,2.218096222E2,3.211217033E0,4.802742803E0,3.279969299E0,-1.000000000E0
1.779827837E2,4.292874492E1,-7.889673292E1,1.808913579E2,1.463341969E2,1.549478186E1,2.257038457E2,3.225539570E0,4.822249862E0,3.251221816E0,-1.000000000E0
1.789827799E2,4.292866654E1,-7.889687252E1,1.814317298E2,1.468747235E2,1.470471712E1,2.327721242E2,3.239802457E0,4.817495638E0,3.258262238E0,-1.000000000E0
1.799827762E2,4.292861374E1,-7.889703217E1,1.816473215E2,1.470904002E2,1.418109256E1,2.415502971E2,3.254055958E0,4.795165596E0,3.291036909E0,-1.000000000E0
1.809827716E2,4.292857426E1,-7.889719873E1,1.822864610E2,1.477295894E2,1.409127131E1,2.500140978E2,3.268289032E0,4.789614307E0,3.299110763E0,-1.000000000E0
1.819827676E2,4.292855008E1,-7.889737040E1,1.825511196E2,1.479942580E2,1.401476342E1,2.581285215E2,3.281979163E0,4.780558287E0,3.312219724E0,-1.000000000E0
1.829827642E2,4.292853819E1,-7.889753776E1,1.829057984E2,1.483489174E2,1.399718254E1,2.617927091E2,3.295707352E0,4.779956152E0,3.313088622E0,-1.000000000E0
1.839827596E2,4.292852886E1,-7.889770589E1,1.832114576E2,1.486545506E2,1.384195410E1,2.642119985E2,3.308741899E0,4.776832257E0,3.317591087E0,-1.000000000E0
1.849827566E2,4.292851456E1,-7.889786479E1,1.837585440E2,1.492016261E2,1.303445396E1,2.635014036E2,3.321054226E0,4.774238402E0,3.321322736E0,-1.000000000E0
1.859827520E2,4.292849283E1,-7.889801307E1,1.841889129E2,1.496320057E2,1.226461915E1,2.595014971E2,3.332469755E0,4.771562695E0,3.325165632E0,-1.000000000E0
1.869827482E2,4.292845889E1,-7.889814540E1,1.845323111E2,1.499754498E2,1.191715928E1,2.527645497E2,3.344704338E0,4.771347490E0,3.325474426E0,-1.000000000E0
1.879827430E2,4.292841001E1,-7.889828002E1,1.846968408E2,1.501400620E2,1.240808879E1,2.453477932E2,3.357794712E0,4.769044780E0,3.328775889E0,-1.000000000E0
1.889827397E2,4.292834577E1,-7.889841476E1,1.851720264E2,1.506153683E2,1.271216251E1,2.379214913E2,3.369981640E0,4.763803920E0,3.336271759E0,-1.000000000E0
1.899827354E2,4.292827464E1,-7.889852864E1,1.854763582E2,1.509198442E2,1.284041444E1,2.294734925E2,3.382983387E0,4.762767035E0,3.337751818E0,-1.000000000E0
1.909827310E2,4.292818736E1,-7.889863491E1,1.853105432E2,1.507542157E2,1.297867815E1,2.218739169E2,3.396891718E0,4.763707785E0,3.336409024E0,-1.000000000E0
1.919827266E2,4.292808407E1,-7.889873125E1,1.848669271E2,1.503108290E2,1.344699336E1,2.140072103E2,3.410932718E0,4.766707526E0,3.332121906E0,-1.000000000E0
1.929827230E2,4.292796649E1,-7.889879414E1,1.839384192E2,1.493825959E2,1.365045810E1,2.041086692E2,3.425498177E0,4.766313364E0,3.332685696E0,-1.000000000E0
1.939827187E2,4.292783933E1,-7.889883710E1,1.830848933E2,1.485293745E2,1.432059199E1,1.957076637E2,3.440738015E0,4.766883422E0,3.331870266E0,-1.000000000E0
1.949827143E2,4.292770322E1,-7.889885902E1,1.816170325E2,1.470618467E2,1.516480689E1,1.870508294E2,3.456757011E0,4.771366178E0,3.325447614E0,-1.000000000E0
1.959827098E2,4.292755916E1,-7.889886073E1,1.805451149E2,1.459902880E2,1.598921836E1,1.812910791E2,3.473713366E0,4.765241138E0,3.334218638E0,-1.000000000E0
1.969827057E2,4.292740667E1,-7.889885958E1,1.796919114E2,1.451374652E2,1.694007371E1,1.796955762E2,3.491836504E0,4.772370616E0,3.324005977E0,-1.000000000E0
1.979827015E2,4.292724369E1,-7.889886032E1,1.790454133E2,1.444913734E2,1.778083019E1,1.797959795E2,3.510433956E0,4.772961529E0,3.323157426E0,-1.000000000E0
1.989826975E2,4.292707644E1,-7.889885936E1,1.783629182E2,1.438092958E2,1.851664929E1,1.800125614E2,3.529960839E0,4.774064743E0,3.321572348E0,-1.000000000E0
1.999826937E2,4.292690083E1,-7.889885897E1,1.776905538E2,1.431373695E2,1.898093397E1,1.797004038E2,3.549830974E0,4.774671340E0,3.320700322E0,-1.000000000E0
2.009826893E2,4.292672221E1,-7.889885208E1,1.773065615E2,1.427538247E2,1.946149050E1,1.787926800E2,3.569897813E0,4.775793619E0,3.319086071E0,-1.000000000E0
2.019826850E2,4.292654183E1,-7.889884428E1,1.768947865E2,1.423425020E2,1.979902426E1,1.786702995E2,3.589932973E0,4.774314259E0,3.321213692E0,-1.000000000E0
2.029826798E2,4.292636165E1,-7.889884549E1,1.765247953E2,1.419729598E2,1.994419427E1,1.796657206E2,3.610187337E0,4.772655852E0,3.323596418E0,-1.000000000E0
2.039826754E2,4.292617951E1,-7.889884275E1,1.760051431E2,1.414537627E2,2.005925620E1,1.800508191E2,3.630576862E0,4.772281887E0,3.324133364E0,-1.000000000E0
2.049826720E2,4.292599614E1,-7.889884330E1,1.758636324E2,1.413127093E2,2.019047082E1,1.798323505E2,3.650874925E0,4.773418574E0,3.322500887E0,-1.000000000E0
2.059826669E2,4.292581360E1,-7.889884194E1,1.752676002E2,1.407171328E2,2.030160740E1,1.795723262E2,3.671308967E0,4.774829164E0,3.320473384E0,-1.000000000E0
2.069826632E2,4.292562984E1,-7.889884340E1,1.752063998E2,1.406563902E2,2.035073812E1,1.795429638E2,3.691725835E0,4.774322414E0,3.321201969E0,-1.000000000E0
2.079826590E2,4.292544623E1,-7.889884404E1,1.751751473E2,1.406255955E2,2.027115420E1,1.796567390E2,3.711976603E0,4.775352940E0,3.319720069E0,-1.000000000E0
2.089826541E2,4.292526412E1,-7.889884690E1,1.755965514E2,1.410474530E2,2.011557200E1,1.803576940E2,3.732458589E0,4.774681603E0,3.320685565E0,-1.000000000E0
2.099826508E2,4.292508007E1,-7.889885713E1,1.757957593E2,1.412471170E2,2.040812181E1,1.816552840E2,3.753137574E0,4.776465420E0,3.318119215E0,-1.000000000E0
2.109826460E2,4.292489460E1,-7.889887571E1,1.762548973E2,1.417067121E2,2.076326564E1,1.833386631E2,3.774659141E0,4.776673346E0,3.317819884E0,-1.000000000E0
2.119826413E2,4.292470149E1,-7.889889350E1,1.767398820E2,1.421921732E2,2.118761481E1,1.841283873E2,3.796457102E0,4.772185178E0,3.324272200E0,-1.000000000E0
2.129826375E2,4.292450577E1,-7.889890866E1,1.770443135E2,1.424970884E2,2.156916210E1,1.845670698E2,3.818404368E0,4.770393644E0,3.326842575E0,-1.000000000E0
2.139826332E2,4.292430891E1,-7.889892810E1,1.773840585E2,1.428373186E2,2.192914822E1,1.848017987E2,3.840945904E0,4.769878748E0,3.327580767E0,-1.000000000E0
2.149826285E2,4.292410700E1,-7.889895286E1,1.776832714E2,1.431370279E2,2.226662684E1,1.850915281E2,3.863315643E0,4.770310074E0,3.326962404E0,-1.000000000E0
2.159826241E2,4.292390690E1,-7.889898122E1,1.777543859E2,1.432086331E2,2.244276310E1,1.859022961E2,3.885854523E0,4.764210533E0,3.335691087E0,-1.000000000E0
2.169826196E2,4.292370590E1,-7.889901697E1,1.778231255E2,1.432778634E2,2.247347796E1,1.868455141E2,3.908134609E0,4.758435287E0,3.343924439E0,-1.000000000E0
2.179826152E2,4.292350722E1,-7.889905240E1,1.778530097E2,1.433082327E2,2.239243388E1,1.880164672E2,3.930526727E0,4.753468335E0,3.350981322E0,-1.000000000E0
2.189826121E2,4.292330815E1,-7.889909399E1,1.779245263E2,1.433802334E2,2.233698911E1,1.892780652E2,3.952740993E0,4.748341337E0,3.358242336E0,-1.000000000E0
2.199826066E2,4.292311134E1,-7.889914077E1,1.776110706E2,1.430672548E2,2.226784926E1,1.902307336E2,3.975060842E0,4.743434012E0,3.365170250E0,-1.000000000E0
2.209826022E2,4.292291396E1,-7.889919064E1,1.777340454E2,1.431907071E2,2.227465767E1,1.907617763E2,3.997357519E0,4.739576283E0,3.370601384E0,-1.000000000E0
2.219825981E2,4.292271685E1,-7.889924096E1,1.775978591E2,1.430549975E2,2.229319045E1,1.910366835E2,4.019591150E0,4.736022374E0,3.375593148E0,-1.000000000E0
2.229825944E2,4.292252092E1,-7.889929541E1,1.776903307E2,1.431479416E2,2.229452503E1,1.917360295E2,4.041530593E0,4.733968926E0,3.378472324E0,-1.000000000E0
2.239825895E2,4.292232778E1,-7.889935051E1,1.775649606E2,1.430230368E2,2.226058172E1,1.920081967E2,4.063907927E0,4.732975376E0,3.379864069E0,-1.000000000E0
2.249825851E2,4.292213179E1,-7.889941289E1,1.775993512E2,1.430578977E2,2.226797837E1,1.926143505E2,4.085998421E0,4.732900608E0,3.379968767E0,-1.000000000E0
2.259825808E2,4.292193802E1,-7.889947272E1,1.776092069E2,1.430682188E2,2.224868359E1,1.930084537E2,4.108286446E0,4.737358063E0,3.373718366E0,-1.000000000E0
2.269825768E2,4.292174251E1,-7.889953307E1,1.774742473E2,1.429337289E2,2.227897645E1,1.929191680E2,4.130452869E0,4.737475964E0,3.373552804E0,-1.000000000E0
2.279825715E2,4.292154818E1,-7.889959375E1,1.771864440E2,1.426463922E2,2.227695492E1,1.927435975E2,4.152539455E0,4.738369930E0,3.372297057E0,-1.000000000E0
2.289825674E2,4.292135446E1,-7.889965373E1,1.772966347E2,1.427570481E2,2.225779812E1,1.924036240E2,4.174983813E0,4.736024556E0,3.375590088E0,-1.000000000E0
2.299825635E2,4.292115761E1,-7.889971466E1,1.771235502E2,1.425844364E2,2.227087171E1,1.926290818E2,4.197022151E0,4.737121413E0,3.374050644E0,-1.000000000E0
2.309825587E2,4.292096365E1,-7.889977028E1,1.773235158E2,1.427848692E2,2.219633642E1,1.926859586E2,4.219331699E0,4.737597428E0,3.373382227E0,-1.000000000E0
2.319825549E2,4.292076820E1,-7.889983218E1,1.775551103E2,1.430169327E2,2.215756869E1,1.929907502E2,4.241370013E0,4.741852705E0,3.367398098E0,-1.000000000E0
2.329825503E2,4.292057574E1,-7.889989684E1,1.777184676E2,1.431807507E2,2.206994204E1,1.932241621E2,4.263446297E0,4.742217181E0,3.366884798E0,-1.000000000E0
2.339825456E2,4.292038260E1,-7.889995963E1,1.777769358E2,1.432396818E2,2.201522367E1,1.931445003E2,4.285940618E0,4.747598193E0,3.359292847E0,-1.000000000E0
2.349825418E2,4.292018446E1,-7.890001530E1,1.780278140E2,1.434910375E2,2.204460031E1,1.928355034E2,4.307824049E0,4.747886937E0,3.358884735E0,-1.000000000E0
2.359825376E2,4.291999189E1,-7.890007078E1,1.780498611E2,1.435135482E2,2.200852667E1,1.926348052E2,4.329988375E0,4.742227287E0,3.366870563E0,-1.000000000E0
2.369825327E2,4.291979713E1,-7.890012872E1,1.781925285E2,1.436566840E2,2.201287415E1,1.927955974E2,4.352182482E0,4.740360137E0,3.369498895E0,-1.000000000E0
2.379825284E2,4.291960215E1,-7.890018696E1,1.782739198E2,1.437385441E2,2.197487653E1,1.932273370E2,4.374146164E0,4.739533484E0,3.370661565E0,-1.000000000E0
2.389825242E2,4.291940924E1,-7.890024494E1,1.785351977E2,1.440002858E2,2.195508031E1,1.928629342E2,4.395658891E0,4.760759430E0,3.340614717E0,-1.000000000E0
2.399825196E2,4.291921996E1,-7.890029962E1,1.789159726E2,1.443815163E2,2.188233064E1,1.929218697E2,4.417249965E0,4.774003115E0,3.321660924E0,-1.000000000E0
2.409825153E2,4.291903031E1,-7.890035648E1,1.791637000E2,1.446296995E2,2.176975935E1,1.930900919E2,4.439180487E0,4.782338718E0,3.309648534E0,-1.000000000E0
2.419825114E2,4.291883743E1,-7.890041275E1,1.794861139E2,1.449525776E2,2.169141354E1,1.930925594E2,4.460660356E0,4.785979937E0,3.304380891E0,-1.000000000E0
2.429825072E2,4.291864876E1,-7.890046933E1,1.796898761E2,1.451567932E2,2.162262660E1,1.926407231E2,4.482334658E0,4.787604893E0,3.302026108E0,-1.000000000E0
2.439825023E2,4.291845858E1,-7.890052773E1,1.796025074E2,1.450698813E2,2.163339800E1,1.924221527E2,4.504242833E0,4.788143688E0,3.301244773E0,-1.000000000E0
2.449824976E2,4.291826561E1,-7.890058201E1,1.800156172E2,1.454834560E2,2.166740505E1,1.926148492E2,4.526427278E0,4.786970964E0,3.302945053E0,-1.000000000E0
2.459824938E2,4.291807183E1,-7.890064681E1,1.801134911E2,1.455817937E2,2.165493362E1,1.929160892E2,4.546957211E0,4.786584350E0,3.303505305E0,-1.000000000E0
2.469294891E2,4.291789166E1,-7.890070190E1,1.802565361E2,1.457252714E2,2.166837203E1,1.926695681E2,4.568454432E0,4.787032514E0,3.302855847E0,-1.000000000E0
2.479224859E2,4.291770318E1,-7.890076068E1,1.803941917E2,1.458633793E2,2.163229081E1,1.928955576E2,4.590043479E0,4.797952046E0,3.286973257E0,-1.000000000E0
2.489224808E2,4.291751429E1,-7.890082197E1,1.806618421E2,1.461314822E2,2.158067236E1,1.933789020E2,4.611594541E0,4.815805538E0,3.260759736E0,-1.000000000E0
2.499224770E2,4.291732580E1,-7.890088358E1,1.809328147E2,1.464029063E2,2.154199426E1,1.934920042E2,4.632820420E0,4.844085082E0,3.218598569E0,-1.000000000E0
2.509094718E2,4.291713978E1,-7.890094210E1,1.810889485E2,1.465594863E2,2.148732469E1,1.930805968E2,4.655063812E0,4.886484008E0,3.153856539E0,-1.000000000E0
2.519459981E2,4.291694502E1,-7.890100444E1,1.813073119E2,1.467783166E2,2.145021698E1,1.931873165E2,4.677951099E0,4.919347331E0,3.102347315E0,-1.000000000E0
2.530301366E2,4.291675799E1,-7.890112178E1,1.814476455E2,1.469190813E2,2.125709033E1,1.949241501E2,4.700043976E0,4.928847847E0,3.087231111E0,-1.000000000E0
2.540281215E2,4.291656320E1,-7.890117523E1,1.817426819E2,1.472145873E2,2.143819982E1,1.935725010E2,4.721294310E0,4.827488072E0,3.243438907E0,-1.000000000E0
2.550260216E2,4.291637648E1,-7.890123084E1,1.822242964E2,1.476966505E2,2.151871586E1,1.924478118E2,4.742912590E0,4.811962580E0,3.266428197E0,-1.000000000E0
2.560281534E2,4.291618560E1,-7.890128125E1,1.827463872E2,1.482192020E2,2.159762350E1,1.911165988E2,4.764039037E0,4.804542881E0,3.277331954E0,-1.000000000E0
2.570256767E2,4.291599944E1,-7.890133316E1,1.829251775E2,1.483984408E2,2.161537916E1,1.901788081E2,4.785126670E0,4.795873022E0,3.290005925E0,-1.000000000E0
2.580223753E2,4.291581281E1,-7.890137909E1,1.831269777E2,1.486006925E2,2.148351781E1,1.895677159E2,4.805632570E0,4.789706550E0,3.298976842E0,-1.000000000E0
2.590029160E2,4.291563125E1,-7.890142322E1,1.832548767E2,1.487290308E2,2.124519849E1,1.886516481E2,4.826683662E0,4.784059593E0,3.307160541E0,-1.000000000E0
2.600029156E2,4.291544414E1,-7.890146264E1,1.832595013E2,1.487341100E2,2.112036517E1,1.876510640E2,4.847327448E0,4.779879065E0,3.313199837E0,-1.000000000E0
2.610029064E2,4.291526038E1,-7.890149877E1,1.831398035E2,1.486148594E2,2.099733086E1,1.868261454E2,4.868045668E0,4.775657007E0,3.319282632E0,-1.000000000E0
2.620029023E2,4.291507505E1,-7.890152497E1,1.828831403E2,1.483586503E2,2.087208682E1,1.858569850E2,4.888662686E0,4.771712136E0,3.324951176E0,-1.000000000E0
2.630029020E2,4.291489064E1,-7.890155131E1,1.828362432E2,1.483122049E2,2.078299867E1,1.852234548E2,4.908970907E0,4.767857497E0,3.330476230E0,-1.000000000E0
2.640028956E2,4.291470883E1,-7.890157501E1,1.825310049E2,1.480074127E2,2.067654148E1,1.845402653E2,4.929118142E0,4.765120969E0,3.334390376E0,-1.000000000E0
2.650028956E2,4.291452822E1,-7.890159473E1,1.822975189E2,1.477743709E2,2.059399550E1,1.835986082E2,4.949561510E0,4.762343312E0,3.338356364E0,-1.000000000E0
2.660019953E2,4.291434471E1,-7.890160995E1,1.821292152E2,1.476065201E2,2.056597027E1,1.825603976E2,4.970225659E0,4.760485939E0,3.341004438E0,-1.000000000E0
2.670007563E2,4.291415900E1,-7.890161930E1,1.817675371E2,1.472453021E2,2.059077288E1,1.817219725E2,4.991007183E0,4.759737926E0,3.342070003E0,-1.000000000E0
2.679995079E2,4.291397219E1,-7.890162691E1,1.815630922E2,1.470413206E2,2.074284807E1,1.812852889E2,5.011961407E0,4.759007088E0,3.343110612E0,-1.000000000E0
2.689984035E2,4.291378378E1,-7.890163202E1,1.813072592E2,1.467859557E2,2.093366957E1,1.804202782E2,5.032937323E0,4.758946910E0,3.343196276E0,-1.000000000E0
2.699973353E2,4.291359514E1,-7.890163093E1,1.805993260E2,1.460784930E2,2.114424837E1,1.794502292E2,5.054279507E0,4.759000838E0,3.343119510E0,-1.000000000E0
2.709963329E2,4.291340325E1,-7.890162532E1,1.803252957E2,1.458049427E2,2.143123650E1,1.785879622E2,5.075374450E0,4.760278215E0,3.341300398E0,-1.000000000E0
2.719954339E2,4.291321365E1,-7.890161629E1,1.795921973E2,1.450723196E2,2.158662742E1,1.781322811E2,5.097011557E0,4.760291673E0,3.341281224E0,-1.000000000E0
2.729945724E2,4.291301915E1,-7.890160854E1,1.790640713E2,1.445446808E2,2.166269106E1,1.786206218E2,5.118456972E0,4.759615877E0,3.342243818E0,-1.000000000E0
2.739937792E2,4.291282636E1,-7.890160126E1,1.785739184E2,1.440550107E2,2.159764352E1,1.788115434E2,5.140022257E0,4.759552053E0,3.342334706E0,-1.000000000E0
2.749930359E2,4.291263245E1,-7.890159619E1,1.781289707E2,1.436105478E2,2.167630549E1,1.789073127E2,5.161804560E0,4.760803077E0,3.340552513E0,-1.000000000E0
2.759923331E2,4.291243664E1,-7.890158858E1,1.777701389E2,1.432522064E2,2.173293245E1,1.782001192E2,5.183306629E0,4.761180457E0,3.340014624E0,-1.000000000E0
2.769916806E2,4.291224340E1,-7.890157884E1,1.775826998E2,1.430652520E2,2.169868353E1,1.782075562E2,5.204996744E0,4.761525636E0,3.339522518E0,-1.000000000E0
2.779910645E2,4.291204841E1,-7.890157168E1,1.775227636E2,1.430058041E2,2.163322984E1,1.782970064E2,5.226421219E0,4.760567005E0,3.340888927E0,-1.000000000E0
2.789904934E2,4.291185586E1,-7.890156224E1,1.775200323E2,1.430035556E2,2.154278195E1,1.780921943E2,5.247931777E0,4.761899207E0,3.338989814E0,-1.000000000E0
2.799899529E2,4.291166253E1,-7.890155296E1,1.775967557E2,1.430807636E2,2.144846008E1,1.783427345E2,5.268931405E0,4.762379397E0,3.338304885E0,-1.000000000E0
2.809894477E2,4.291147380E1,-7.890154329E1,1.777208913E2,1.432053726E2,2.148751741E1,1.783769668E2,5.290467599E0,4.761291545E0,3.339856263E0,-1.000000000E0
2.819889696E2,4.291128021E1,-7.890153551E1,1.778586878E2,1.433436540E2,2.158754995E1,1.783381257E2,5.312217620E0,4.759337768E0,3.342639831E0,-1.000000000E0
2.829885281E2,4.291108463E1,-7.890153102E1,1.778668674E2,1.433523225E2,2.165297783E1,1.784340415E2,5.333795325E0,4.758587263E0,3.343708166E0,-1.000000000E0
2.839881078E2,4.291089062E1,-7.890152566E1,1.779736785E2,1.434596188E2,2.162340793E1,1.788228672E2,5.355268684E0,4.758030142E0,3.344500890E0,-1.000000000E0
2.849877151E2,4.291069752E1,-7.890152286E1,1.786087728E2,1.440951953E2,2.155431687E1,1.789941810E2,5.376781693E0,4.758224247E0,3.344224730E0,-1.000000000E0
2.859873481E2,4.291050413E1,-7.890151520E1,1.782831253E2,1.437700322E2,2.151545189E1,1.788080711E2,5.398151812E0,4.757944124E0,3.344623260E0,-1.000000000E0
2.869870026E2,4.291031200E1,-7.890150871E1,1.779876130E2,1.434750009E2,2.148903338E1,1.788846477E2,5.419523102E0,4.757831265E0,3.344783803E0,-1.000000000E0
2.879866809E2,4.291011997E1,-7.890149790E1,1.779628503E2,1.434507202E2,2.147398181E1,1.782881175E2,5.441020116E0,4.757741524E0,3.344911453E0,-1.000000000E0
2.889863749E2,4.290992668E1,-7.890149239E1,1.778750695E2,1.433634228E2,2.155905588E1,1.784180699E2,5.462847399E0,4.756799683E0,3.346250710E0,-1.000000000E0
2.899860899E2,4.290973047E1,-7.890148448E1,1.778519547E2,1.433407996E2,2.171315518E1,1.782590663E2,5.484683971E0,4.758637992E0,3.343635969E0,-1.000000000E0
2.909858253E2,4.290953411E1,-7.890148005E1,1.776896847E2,1.431790203E2,2.182911507E1,1.783444473E2,5.506350666E0,4.758854673E0,3.343327569E0,-1.000000000E0
2.919855728E2,4.290933935E1,-7.890147208E1,1.773763169E2,1.428661405E2,2.190245632E1,1.783300510E2,5.528141192E0,4.758846307E0,3.343339477E0,-1.000000000E0
2.929853357E2,4.290914346E1,-7.890146450E1,1.773780642E2,1.428683784E2,2.197259027E1,1.782788646E2,5.550038587E0,4.758572088E0,3.343729761E0,-1.000000000E0
2.939851154E2,4.290894662E1,-7.890145671E1,1.773222690E2,1.428130762E2,2.202900295E1,1.781232822E2,5.572189751E0,4.758607635E0,3.343679172E0,-1.000000000E0
2.949849054E2,4.290874754E1,-7.890144665E1,1.774445617E2,1.429358683E2,2.208759240E1,1.781190455E2,5.594585955E0,4.754710868E0,3.349218057E0,-1.000000000E0
2.959847131E2,4.290854619E1,-7.890144002E1,1.774420489E2,1.429338593E2,2.216988722E1,1.782541648E2,5.616899996E0,4.751449149E0,3.353843768E0,-1.000000000E0
2.969845308E2,4.290834555E1,-7.890143482E1,1.776339761E2,1.431262883E2,2.225422562E1,1.785706015E2,5.639103883E0,4.748350407E0,3.358229511E0,-1.000000000E0
2.979843571E2,4.290814592E1,-7.890142826E1,1.779065048E2,1.433993167E2,2.229986572E1,1.788998828E2,5.661474755E0,4.744757776E0,3.363303537E0,-1.000000000E0
2.989841977E2,4.290794477E1,-7.890142315E1,1.782353161E2,1.437286309E2,2.237561851E1,1.789538471E2,5.684229885E0,4.741734603E0,3.367564400E0,-1.000000000E0
