"Time (s)","Pressure (hPa)"
2.150162583E1,1.000526672E3
2.154162646E1,1.000545410E3
2.158162307E1,1.000564453E3
2.162162396E1,1.000535095E3
2.166162490E1,1.000506958E3
2.170162531E1,1.000515442E3
2.174162156E1,1.000547302E3
2.178162198E1,1.000547302E3
2.182163292E1,1.000564453E3
2.186161979E1,1.000555115E3
2.190162198E1,1.000554016E3
2.194161823E1,1.000570740E3
2.198162062E1,1.000577759E3
2.202162250E1,1.000572449E3
2.206162062E1,1.000556641E3
2.210161479E1,1.000554504E3
2.214162698E1,1.000524475E3
2.218162583E1,1.000519653E3
2.222162385E1,1.000530273E3
2.226162844E1,1.000529175E3
2.230162208E1,1.000544617E3
2.234162365E1,1.000574646E3
2.238162635E1,1.000566956E3
2.242161854E1,1.000562439E3
2.246161906E1,1.000569641E3
2.250161937E1,1.000572266E3
2.254162865E1,1.000552612E3
2.258161885E1,1.000543213E3
2.262161823E1,1.000549927E3
2.266162354E1,1.000550110E3
2.270163979E1,1.000498047E3
2.274163792E1,1.000499146E3
2.278164073E1,1.000534302E3
2.282163890E1,1.000546997E3
2.286164364E1,1.000571960E3
2.290163604E1,1.000568542E3
2.294164229E1,1.000576660E3
2.298164849E1,1.000571960E3
2.302164865E1,1.000559631E3
2.306165396E1,1.000565552E3
2.310165229E1,1.000569336E3
2.314163771E1,1.000512756E3
2.318163458E1,1.000510559E3
2.322165271E1,1.000532898E3
2.326161198E1,1.000541992E3
2.330165000E1,1.000516968E3
2.334164437E1,1.000533997E3
2.338164927E1,1.000547607E3
2.342165062E1,1.000565552E3
2.346164187E1,1.000552917E3
2.350164990E1,1.000552124E3
2.354163937E1,1.000564331E3
2.358163646E1,1.000543213E3
2.362163583E1,1.000549500E3
2.366164125E1,1.000515442E3
2.370165177E1,1.000519775E3
2.374164073E1,1.000510559E3
2.378163500E1,1.000530396E3
2.382164281E1,1.000530884E3
2.386163323E1,1.000522461E3
2.390164740E1,1.000546021E3
2.394165766E1,1.000561035E3
2.398165432E1,1.000561523E3
2.402165292E1,1.000538086E3
2.406165240E1,1.000565735E3
2.410161750E1,1.000557312E3
2.414165167E1,1.000535400E3
2.418163000E1,1.000529297E3
2.422164323E1,1.000507629E3
2.426163948E1,1.000501038E3
2.430164219E1,1.000488708E3
2.434163292E1,1.000502441E3
2.438164958E1,1.000514160E3
2.442165750E1,1.000513245E3
2.446164932E1,1.000534485E3
2.450165052E1,1.000525269E3
2.454165042E1,1.000529663E3
2.458164760E1,1.000516968E3
2.462164094E1,1.000498230E3
2.466164844E1,1.000508667E3
2.470163364E1,1.000525391E3
2.474163583E1,1.000504028E3
2.478164219E1,1.000482788E3
2.482161573E1,1.000474792E3
2.486165042E1,1.000495117E3
2.490165240E1,1.000508545E3
2.494163156E1,1.000506653E3
2.498164698E1,1.000524963E3
2.502161875E1,1.000516968E3
2.506170146E1,1.000508057E3
2.510170266E1,1.000524170E3
2.514164177E1,1.000504028E3
2.518164906E1,1.000514648E3
2.522164333E1,1.000492737E3
2.526164125E1,1.000473877E3
2.530163885E1,1.000456360E3
2.534165937E1,1.000465393E3
2.538165083E1,1.000480103E3
2.542165198E1,1.000489624E3
2.546165375E1,1.000481689E3
2.550165224E1,1.000491638E3
2.554165224E1,1.000511047E3
2.558165271E1,1.000524292E3
2.562164724E1,1.000521362E3
2.566164250E1,1.000508850E3
2.570163823E1,1.000519958E3
2.574163458E1,1.000533081E3
2.578162583E1,1.000512146E3
2.582170604E1,1.000484314E3
2.586164729E1,1.000470703E3
2.590164531E1,1.000504944E3
2.594165104E1,1.000523560E3
2.598164760E1,1.000509766E3
2.602165140E1,1.000531067E3
2.606164646E1,1.000525757E3
2.610164354E1,1.000535889E3
2.614163740E1,1.000531067E3
2.618163396E1,1.000500244E3
2.622164292E1,1.000501648E3
2.626166177E1,1.000478394E3
2.630164604E1,1.000481018E3
2.634165417E1,1.000492004E3
2.638163531E1,1.000507446E3
2.642165896E1,1.000488708E3
2.646165682E1,1.000524780E3
2.650164781E1,1.000532288E3
2.654165406E1,1.000522888E3
2.658163573E1,1.000516663E3
2.662164135E1,1.000526489E3
2.666161542E1,1.000502625E3
2.670167698E1,1.000519653E3
2.674165979E1,1.000509155E3
2.678164906E1,1.000465393E3
2.682165229E1,1.000440430E3
2.686165208E1,1.000474976E3
2.690165115E1,1.000529297E3
2.694164677E1,1.000520752E3
2.698165542E1,1.000520081E3
2.702165719E1,1.000512573E3
2.706164344E1,1.000541199E3
2.710164208E1,1.000550720E3
2.714164573E1,1.000510437E3
2.718164740E1,1.000497742E3
2.722164979E1,1.000525391E3
2.726164344E1,1.000516174E3
2.730166016E1,1.000482117E3
2.734165469E1,1.000485718E3
2.738164458E1,1.000477417E3
2.742164969E1,1.000494812E3
2.746164646E1,1.000479614E3
2.750165219E1,1.000508240E3
2.754163833E1,1.000541992E3
2.758164187E1,1.000547913E3
2.762164104E1,1.000523682E3
2.766164083E1,1.000526184E3
2.770164599E1,1.000516174E3
2.774164823E1,1.000512146E3
2.778164740E1,1.000482788E3
2.782165375E1,1.000449951E3
2.786163682E1,1.000464661E3
2.790165260E1,1.000487427E3
2.794164792E1,1.000497314E3
2.798164000E1,1.000497131E3
2.802163906E1,1.000507141E3
2.806162667E1,1.000536194E3
2.810169323E1,1.000508240E3
2.814163312E1,1.000523376E3
2.818164062E1,1.000496033E3
2.822165135E1,1.000511841E3
2.826164729E1,1.000489929E3
2.830165167E1,1.000449036E3
2.834164469E1,1.000480103E3
2.838164865E1,1.000476990E3
2.842164521E1,1.000463867E3
2.846166125E1,1.000490601E3
2.850163646E1,1.000485718E3
2.854164073E1,1.000483521E3
2.858163927E1,1.000510254E3
2.862164854E1,1.000515076E3
2.866166083E1,1.000509766E3
2.870164115E1,1.000501648E3
2.874165573E1,1.000514954E3
2.878165052E1,1.000486511E3
2.882164708E1,1.000473694E3
2.886166437E1,1.000465698E3
2.890164417E1,1.000482788E3
2.894164594E1,1.000497437E3
2.898164781E1,1.000490723E3
2.902164073E1,1.000524658E3
2.906170031E1,1.000528870E3
2.910165000E1,1.000518555E3
2.914169932E1,1.000526184E3
2.918163557E1,1.000526489E3
2.922164448E1,1.000531067E3
2.926164531E1,1.000536987E3
2.930163542E1,1.000501831E3
2.934164114E1,1.000451660E3
2.938170224E1,1.000466064E3
2.942163604E1,1.000474487E3
2.946165021E1,1.000467163E3
2.950163437E1,1.000502930E3
2.954169312E1,1.000512756E3
2.958165307E1,1.000517151E3
2.962164656E1,1.000502136E3
2.966164927E1,1.000519348E3
2.970163823E1,1.000532104E3
2.974164354E1,1.000520081E3
2.978164125E1,1.000522461E3
2.982166021E1,1.000485596E3
2.986165266E1,1.000443237E3
2.990163948E1,1.000448364E3
2.994163781E1,1.000475586E3
2.998164625E1,1.000493225E3
3.002164323E1,1.000503357E3
3.006164927E1,1.000514343E3
3.010165687E1,1.000515564E3
3.014165000E1,1.000525269E3
3.018165604E1,1.000530579E3
3.022167479E1,1.000523987E3
3.026164969E1,1.000506042E3
3.030163990E1,1.000510559E3
3.034163875E1,1.000514954E3
3.038163891E1,1.000495239E3
3.042164198E1,1.000489136E3
3.046164021E1,1.000476807E3
3.050163917E1,1.000485413E3
3.054164229E1,1.000498230E3
3.058164406E1,1.000501831E3
3.062164114E1,1.000519348E3
3.066165448E1,1.000535889E3
3.070164250E1,1.000536804E3
3.074164021E1,1.000519653E3
3.078162281E1,1.000495117E3
3.082165490E1,1.000528381E3
3.086164656E1,1.000478088E3
3.090163698E1,1.000476013E3
3.094163896E1,1.000473694E3
3.098165740E1,1.000508057E3
3.102165625E1,1.000513245E3
3.106165640E1,1.000517273E3
3.110171344E1,1.000528076E3
3.114164146E1,1.000565430E3
3.118164479E1,1.000551514E3
3.122165917E1,1.000529663E3
3.126169573E1,1.000531372E3
3.130164667E1,1.000535278E3
3.134163073E1,1.000513062E3
3.138169917E1,1.000476013E3
3.142169396E1,1.000476990E3
3.146161281E1,1.000503357E3
3.150170854E1,1.000500427E3
3.154162187E1,1.000516663E3
3.158165990E1,1.000524170E3
3.162164354E1,1.000535278E3
3.166163406E1,1.000569641E3
3.170170182E1,1.000565735E3
3.174169625E1,1.000542419E3
3.178161573E1,1.000518677E3
3.182163906E1,1.000519470E3
3.186163917E1,1.000549622E3
3.190164396E1,1.000496948E3
3.194165698E1,1.000481323E3
3.198165854E1,1.000487732E3
3.202163208E1,1.000516357E3
3.206164771E1,1.000514648E3
3.210164932E1,1.000540283E3
3.214165083E1,1.000561646E3
3.218164573E1,1.000537109E3
3.222171406E1,1.000551025E3
3.226164667E1,1.000546997E3
3.230164375E1,1.000519348E3
3.234168823E1,1.000519348E3
3.238169969E1,1.000529175E3
3.242170740E1,1.000491211E3
3.246170250E1,1.000502625E3
3.250169937E1,1.000490417E3
3.254169396E1,1.000502625E3
3.258171323E1,1.000525085E3
3.262169958E1,1.000527893E3
3.266170469E1,1.000537598E3
3.270161917E1,1.000553406E3
3.274165042E1,1.000548523E3
3.278167948E1,1.000525269E3
3.282163062E1,1.000521179E3
3.286171125E1,1.000522156E3
3.290163729E1,1.000539490E3
3.294164115E1,1.000497620E3
3.298165364E1,1.000482605E3
3.302165062E1,1.000473877E3
3.306169890E1,1.000506042E3
3.310170479E1,1.000500122E3
3.314169146E1,1.000523560E3
3.318164135E1,1.000550110E3
3.322163531E1,1.000558533E3
3.326169219E1,1.000564819E3
3.330163219E1,1.000544006E3
3.334163542E1,1.000533875E3
3.338170114E1,1.000564636E3
3.342169792E1,1.000525085E3
3.346162146E1,1.000493530E3
3.350164229E1,1.000502319E3
3.354164844E1,1.000514465E3
3.358165312E1,1.000529480E3
3.362169073E1,1.000518860E3
3.366170708E1,1.000540588E3
3.370169167E1,1.000535278E3
3.374163500E1,1.000529663E3
3.378169167E1,1.000549622E3
3.382169766E1,1.000564453E3
3.386168854E1,1.000526978E3
3.390165458E1,1.000539917E3
3.394164807E1,1.000517761E3
3.398164635E1,1.000486023E3
3.402163354E1,1.000470886E3
3.406172167E1,1.000497620E3
3.410165073E1,1.000532593E3
3.414164958E1,1.000532104E3
3.418164729E1,1.000537109E3
3.422168927E1,1.000527466E3
3.426164250E1,1.000519958E3
3.430164281E1,1.000531799E3
3.434169781E1,1.000508850E3
3.438168885E1,1.000497131E3
3.442170333E1,1.000521484E3
3.446171698E1,1.000537598E3
3.450169802E1,1.000519958E3
3.454169891E1,1.000495239E3
3.458170115E1,1.000521057E3
3.462161865E1,1.000523987E3
3.466169766E1,1.000511047E3
3.470168271E1,1.000532898E3
3.474164156E1,1.000551025E3
3.478170062E1,1.000542419E3
3.482161625E1,1.000553711E3
3.486172854E1,1.000560242E3
3.490164266E1,1.000569763E3
3.494165396E1,1.000578552E3
3.498164604E1,1.000513367E3
3.502166406E1,1.000527466E3
3.506166349E1,1.000510559E3
3.510164333E1,1.000503052E3
3.514163948E1,1.000520569E3
3.518163823E1,1.000532471E3
3.522164771E1,1.000550598E3
3.526166000E1,1.000572632E3
3.530164729E1,1.000590576E3
3.534169516E1,1.000589478E3
3.538170490E1,1.000590393E3
3.542169833E1,1.000567627E3
3.546170333E1,1.000569458E3
3.550168062E1,1.000605408E3
