"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.480012787E0,-4.899999872E-2,3.870000073E-4,4.716010094E-1
7.500056785E0,6.703999639E-2,-1.148729995E-1,6.839389801E-1
7.520100710E0,-2.636200003E-2,-5.031700060E-2,4.231280088E-1
7.540144712E0,1.352799963E-2,-3.888399899E-2,-7.630299777E-2
7.560188493E0,2.836100012E-2,4.049099982E-2,-1.068269983E-1
7.580232491E0,6.333999801E-3,7.954400033E-2,1.321600005E-2
7.600276496E0,1.221099962E-2,5.867199972E-2,1.235620007E-1
7.620320421E0,-6.778100133E-2,4.527200013E-2,3.989880085E-1
7.640364433E0,-4.630900174E-2,3.530000104E-3,5.864149928E-1
7.660408433E0,-1.080579981E-1,4.707999900E-2,5.184990168E-1
7.680452205E0,-7.521300018E-2,1.170589998E-1,3.247190118E-1
7.700496188E0,-9.572800249E-2,1.512829959E-1,1.645330042E-1
7.720540183E0,2.547599934E-2,1.714500040E-2,4.958359897E-1
7.740584188E0,7.798299938E-2,-1.418730021E-1,8.560019732E-1
7.760628113E0,4.381199926E-2,-1.448719949E-1,4.981260002E-1
7.780672130E0,6.106799841E-2,-4.642700031E-2,2.538999915E-2
7.800715892E0,5.605300143E-2,3.308900073E-2,1.169700027E-1
7.820759909E0,-1.487900037E-2,4.412000068E-3,3.096149862E-1
7.840803909E0,8.442600071E-2,-1.527199987E-2,2.096139938E-1
7.860847894E0,-8.669599891E-2,9.303099662E-2,2.609339952E-1
7.880891880E0,-1.405439973E-1,7.734599710E-2,4.173640013E-1
7.900935806E0,3.331999993E-3,4.789699987E-2,3.741619885E-1
7.920979813E0,-1.602100022E-2,8.987399936E-2,4.115830064E-1
7.941023594E0,-1.458220035E-1,1.626269966E-1,1.953639984E-1
7.961067578E0,-8.205999620E-3,1.061770022E-1,1.583099961E-1
7.981111563E0,5.991100147E-2,-6.722799689E-2,3.671770096E-1
8.001155558E0,7.099000365E-2,-1.516750008E-1,5.611159801E-1
8.021199503E0,1.115119979E-1,-1.009019986E-1,4.410139918E-1
8.041243491E0,1.000270024E-1,-6.986399740E-2,3.936319947E-1
8.061287505E0,1.648700051E-2,3.010700084E-2,4.489009976E-1
8.081331496E0,-8.145400137E-2,1.167180017E-1,2.303189933E-1
8.101375486E0,-1.412429959E-1,1.481139958E-1,3.519980013E-1
8.121419258E0,-9.179999679E-2,8.340000361E-2,4.415970147E-1
8.141463241E0,-2.367600054E-2,4.505100101E-2,4.131470025E-1
8.161507207E0,-8.800400048E-2,5.564400181E-2,5.049160123E-1
8.181551207E0,-1.216069981E-1,6.868399680E-2,3.452210128E-1
8.201595146E0,2.309899963E-2,-1.879400015E-2,3.526630104E-1
8.221639144E0,-3.320499882E-2,-4.891999997E-3,3.782379925E-1
8.241683134E0,-3.968799859E-2,5.508900061E-2,3.609400094E-1
8.261727139E0,-1.743200049E-2,2.336799912E-2,3.805260062E-1
8.281771153E0,-5.764700100E-2,1.008199994E-2,5.218160152E-1
8.301815153E0,-2.383499965E-2,7.414999884E-3,5.359330177E-1
8.321858929E0,8.341799676E-2,-1.348800026E-2,4.345979989E-1
8.341902927E0,7.552400231E-2,1.378399972E-2,2.472710013E-1
8.361946932E0,8.886600286E-2,3.707800061E-2,1.345109940E-1
8.381990933E0,7.174299657E-2,2.109500021E-2,2.174949944E-1
8.402034947E0,4.351300001E-2,-5.884999875E-3,2.912530005E-1
8.422078882E0,-9.540800005E-2,1.355700009E-2,4.681859910E-1
8.442122894E0,-9.948900342E-2,2.312299982E-2,5.206720233E-1
8.462166908E0,-8.828599751E-2,8.747000247E-3,6.546180248E-1
8.482210943E0,-6.837099791E-2,3.647000063E-3,4.567959905E-1
8.502254953E0,-2.151999995E-2,5.780600011E-2,1.480759978E-1
8.522298953E0,-1.918720007E-1,1.892309934E-1,7.789699733E-2
8.542342709E0,-7.952900231E-2,7.023800164E-2,3.658449948E-1
8.562386722E0,5.852400139E-2,-3.696599975E-2,4.039050043E-1
8.582430707E0,5.506000016E-3,9.300000034E-3,3.201490045E-1
8.602474688E0,-2.563199960E-2,-5.011000205E-3,3.740710020E-1
8.622518613E0,1.392550021E-1,-1.122160032E-1,3.191579878E-1
8.642562597E0,1.944299936E-1,-1.166800037E-1,3.144840002E-1
8.662606583E0,1.772059947E-1,4.428999964E-3,7.096099854E-2
8.682650636E0,1.501899958E-2,3.061899915E-2,2.209780067E-1
8.702694561E0,-1.185949966E-1,5.734200031E-2,6.639930010E-1
8.722738544E0,-1.187779978E-1,6.138399988E-2,6.392830014E-1
8.742782306E0,-1.772390008E-1,1.478880048E-1,3.758380115E-1
8.762826520E0,-1.028830037E-1,1.510549933E-1,2.721469998E-1
8.782870503E0,7.090699673E-2,4.132900015E-2,1.797589958E-1
8.802914267E0,-7.218000293E-2,2.597000077E-2,3.592570126E-1
8.822958251E0,-8.622000366E-2,-1.137799956E-2,4.142690003E-1
8.843002236E0,-6.313300133E-2,-5.015699938E-2,4.251759946E-1
8.863046236E0,5.014999956E-2,-1.377670020E-1,5.523639917E-1
8.883090236E0,8.275999874E-2,-3.700099885E-2,3.335770071E-1
8.903134250E0,1.133199967E-2,8.701100200E-2,4.483399913E-2
8.923178260E0,-6.933300197E-2,1.815840006E-1,3.232700005E-2
8.943222186E0,-9.250999987E-2,1.444379985E-1,2.918620110E-1
8.963266261E0,-6.201000139E-2,5.288200080E-2,5.408710241E-1
8.983310263E0,2.686399966E-2,-5.217599869E-2,7.270640135E-1
9.003354214E0,-5.265000090E-2,-8.777199686E-2,6.270430088E-1
9.023398198E0,9.978000075E-3,-7.144799829E-2,6.305419803E-1
9.043442193E0,3.008300066E-2,3.644400090E-2,3.987529874E-1
9.063486188E0,4.194299877E-2,6.732100248E-2,7.200000109E-4
9.083530203E0,-8.985599875E-2,1.499370039E-1,-1.002639979E-1
9.103574207E0,-8.643300086E-2,7.495000213E-2,2.685559988E-1
9.123618187E0,1.607600041E-2,-3.384799883E-2,4.381389916E-1
9.143662192E0,-4.588999785E-3,-7.005199790E-2,4.467740059E-1
9.163706206E0,5.600799993E-2,-2.194000036E-2,2.693920135E-1
9.183749997E0,-1.100519970E-1,4.229100049E-2,3.571990132E-1
9.203793975E0,-6.186100096E-2,7.003999781E-3,4.886919856E-1
9.223837975E0,7.598000020E-2,3.418099880E-2,2.357259989E-1
9.243881967E0,-7.429599762E-2,1.398710012E-1,2.477560043E-1
9.263925952E0,5.452999845E-3,1.664800011E-2,4.525679946E-1
9.283970177E0,5.188899860E-2,-1.524930000E-1,6.612750292E-1
9.304013949E0,7.824499905E-2,-1.261689961E-1,4.942109883E-1
9.324057928E0,1.343239993E-1,-2.280900069E-2,2.441709936E-1
9.344101938E0,8.546000347E-3,7.907199860E-2,2.806169987E-1
9.364145957E0,-7.424599677E-2,1.553850025E-1,1.608880013E-1
9.384189966E0,-1.050769985E-1,1.710270047E-1,1.753479987E-1
9.404233962E0,-1.527490020E-1,1.475259960E-1,3.801549971E-1
9.424277886E0,-7.669200003E-2,5.821299925E-2,4.976629913E-1
9.444321894E0,5.100499839E-2,-4.415300116E-2,5.076270103E-1
9.464365894E0,-2.156399935E-2,3.690399975E-2,2.726419866E-1
9.484409880E0,-4.158699885E-2,1.096700039E-2,3.249129951E-1
9.504453942E0,-2.513699979E-2,-7.164000068E-3,3.959980011E-1
9.524497867E0,-1.598999952E-3,-1.557900012E-2,3.882800043E-1
9.544541851E0,-6.013000011E-2,5.058300123E-2,3.600549996E-1
9.564585855E0,7.013999857E-3,5.718500167E-2,2.921099961E-1
9.584629870E0,-3.134999890E-3,8.540900052E-2,1.341470033E-1
9.604673884E0,6.283199787E-2,2.285099961E-2,3.707030118E-1
9.624717889E0,-1.974800043E-2,-2.219999908E-3,5.409749746E-1
9.644761670E0,1.180400029E-1,-9.486900270E-2,7.356079817E-1
9.664805899E0,9.179099649E-2,-4.518700019E-2,4.712390006E-1
9.684849882E0,4.367800057E-2,2.934500016E-2,2.896099985E-1
9.704893641E0,-1.131739989E-1,1.330100000E-1,2.756679952E-1
9.724937625E0,-1.231269985E-1,9.018599987E-2,5.032500029E-1
9.744981639E0,-4.635500163E-2,3.594399989E-2,5.113829970E-1
9.765025655E0,-8.187200129E-2,2.833100036E-2,3.913779855E-1
9.785069664E0,-1.211230010E-1,1.027719975E-1,1.032809988E-1
9.805113659E0,-2.058500051E-2,3.043599986E-2,1.246410012E-1
9.825157669E0,2.155099995E-2,1.269899961E-2,2.845749855E-1
9.845201654E0,-8.507499844E-2,4.406199977E-2,3.056040108E-1
9.865245640E0,3.057000041E-2,-7.150000334E-2,2.356950045E-1
9.885289635E0,5.721500143E-2,-1.214049980E-1,3.422879875E-1
9.905333635E0,-9.241099656E-2,-7.985999808E-3,2.879270017E-1
9.925377551E0,-7.995000109E-3,-4.201000091E-3,3.486469984E-1
9.945421554E0,2.524299920E-2,-3.527700156E-2,6.011090279E-1
9.965465641E0,3.177100047E-2,1.728500053E-2,3.882839978E-1
9.985509551E0,2.807299979E-2,7.133600116E-2,2.279520035E-1
1.000555355E1,1.860100031E-2,9.900999814E-2,3.045330048E-1
1.002559756E1,-1.058700010E-1,1.025390029E-1,5.970770121E-1
1.004564166E1,-1.259859949E-1,9.231200069E-2,6.182699800E-1
1.006568557E1,-7.885800302E-2,1.135869995E-1,4.663980007E-1
1.008572956E1,-1.319899969E-2,6.379099935E-2,3.494989872E-1
1.010577353E1,6.933800131E-2,2.805699967E-2,3.473989964E-1
1.012581754E1,-1.937000081E-2,-6.649999879E-3,2.923449874E-1
1.014586155E1,5.969999824E-3,-3.979200125E-2,2.916809916E-1
1.016590557E1,-2.768399939E-2,-2.249499969E-2,3.980579972E-1
1.018594958E1,4.915099964E-2,-6.555800140E-2,4.805600047E-1
1.020599360E1,-3.302599862E-2,9.788000025E-3,3.319990039E-1
1.022603761E1,6.746800244E-2,7.318499684E-2,5.558599904E-2
1.024608140E1,-1.500700042E-2,9.125199914E-2,1.459299959E-2
1.026612562E1,-3.377000103E-3,4.354299977E-2,4.104689956E-1
1.028616961E1,2.665399946E-2,-5.616400018E-2,8.156480193E-1
1.030621362E1,8.419299871E-2,-7.761199772E-2,8.339170218E-1
1.032625762E1,-2.038599923E-2,3.131200001E-2,5.107970238E-1
1.034630138E1,-1.429199986E-2,8.282200247E-2,3.888730109E-1
1.036634559E1,4.422499985E-2,6.135100126E-2,3.372870088E-1
1.038638936E1,-1.120409966E-1,1.023349985E-1,2.241329998E-1
1.040643336E1,-1.131139994E-1,5.577600002E-2,3.455669880E-1
1.042647739E1,-1.201160029E-1,-6.250999868E-3,3.876950145E-1
1.044652136E1,-1.290560067E-1,-7.410000078E-3,3.996660113E-1
1.046656534E1,6.624999922E-3,-2.589800023E-2,3.426150084E-1
1.048660958E1,-1.303400006E-2,3.783600032E-2,2.289399952E-1
1.050665334E1,-2.119269967E-1,1.230069995E-1,2.955240011E-1
1.052669732E1,-8.840899915E-2,4.892399907E-2,2.847979963E-1
1.054674132E1,3.414800018E-2,-4.714800045E-2,4.421150088E-1
1.056678532E1,-2.786999941E-2,3.434000164E-2,4.935289919E-1
1.058682932E1,2.509599924E-2,1.292799972E-2,4.273470044E-1
1.060687331E1,2.424679995E-1,-1.257520020E-1,4.044409990E-1
1.062691731E1,6.968499720E-2,-5.654900149E-2,3.738389909E-1
1.064696131E1,5.654900149E-2,-2.434499934E-2,3.772650063E-1
1.066700533E1,5.520199984E-2,8.833999746E-3,4.074029922E-1
1.068704934E1,-9.213999845E-3,1.926600002E-2,4.152120054E-1
1.070709329E1,-4.160200059E-2,1.285530031E-1,1.633419991E-1
1.072713730E1,-6.221299991E-2,1.137470007E-1,1.525170058E-1
1.074718126E1,4.060000065E-4,4.516699910E-2,3.390640020E-1
1.076722520E1,-8.670000359E-3,-1.875199936E-2,4.839389920E-1
1.078726921E1,1.212299988E-2,-2.604999952E-2,5.596989989E-1
1.080731328E1,4.290000070E-3,-1.646699943E-2,3.940519989E-1
1.082735722E1,-1.725599915E-2,-3.791299835E-2,3.933849931E-1
1.084740124E1,-7.633999735E-2,8.262000047E-3,4.203070104E-1
1.086744523E1,-9.127900004E-2,1.023470014E-1,2.045840025E-1
1.088748922E1,-1.364700049E-1,1.505839974E-1,1.794900000E-2
1.090753323E1,-9.852399677E-2,9.645400196E-2,2.684209943E-1
1.092757725E1,-4.434400052E-2,3.539999947E-2,4.959189892E-1
1.094762102E1,4.951000214E-3,-3.902300075E-2,5.498930216E-1
1.096766526E1,5.468200147E-2,-4.972400144E-2,5.176110268E-1
1.098770904E1,2.851199917E-2,-1.309099980E-2,4.999960065E-1
1.100775303E1,1.631199941E-2,1.047800016E-2,4.254660010E-1
1.102779702E1,-1.200999948E-3,6.254000217E-2,3.993529975E-1
1.104784101E1,3.638299927E-2,1.042980030E-1,3.847469985E-1
1.106788515E1,4.027000070E-2,7.244899869E-2,3.538250029E-1
1.108792939E1,-2.501999959E-2,2.451900020E-2,4.806329906E-1
1.110797316E1,4.726999998E-2,6.062999833E-3,3.494220078E-1
1.112801717E1,-2.912499942E-2,2.328599989E-2,1.770810038E-1
1.114806118E1,-4.963399842E-2,1.408299990E-2,1.927279979E-1
1.116810516E1,-6.391199678E-2,-1.827700064E-2,5.390020013E-1
1.118814916E1,-1.909600012E-2,-1.189699955E-2,4.716970026E-1
1.120819318E1,-1.707250029E-1,4.702499881E-2,4.050180018E-1
1.122823719E1,-1.455850005E-1,8.138100058E-2,5.046420097E-1
1.124828119E1,-1.042300016E-1,1.053749993E-1,2.277980000E-1
1.126832519E1,1.095419973E-1,-3.882399946E-2,1.033629999E-1
1.128836919E1,1.207000017E-2,-4.858300090E-2,2.408149987E-1
1.130841318E1,2.501000091E-2,-5.464899912E-2,4.929940104E-1
1.132845711E1,1.027360037E-1,-2.843599953E-2,5.930420160E-1
1.134850118E1,-4.570600018E-2,8.160299808E-2,4.597969949E-1
1.136854518E1,-8.002399653E-2,1.849180013E-1,4.400469959E-1
1.138858910E1,-5.171999801E-3,1.529050022E-1,2.065840065E-1
1.140863310E1,-3.015300073E-2,8.358900249E-2,4.960739911E-1
1.142867709E1,7.530400157E-2,-6.069099903E-2,7.400100231E-1
1.144872109E1,-4.887299985E-2,2.137999982E-3,5.331060290E-1
1.146876509E1,-4.976699874E-2,-3.334299847E-2,4.679090083E-1
1.148880907E1,5.680999905E-2,-4.737100005E-2,4.599699974E-1
1.150885307E1,1.118999999E-2,-1.193100028E-2,3.399310112E-1
1.152889707E1,1.572100073E-2,8.403799683E-2,9.934899956E-2
1.154894109E1,-6.229799986E-2,9.927400202E-2,1.025860012E-1
1.156898508E1,-5.245300010E-2,3.311299905E-2,3.064689934E-1
1.158902910E1,-8.923800290E-2,-4.073499888E-2,5.640659928E-1
1.160907287E1,1.089099981E-2,-8.443400264E-2,6.038399935E-1
1.162911690E1,1.092300005E-2,-1.498399954E-2,3.957520127E-1
1.164916091E1,-6.397599727E-2,9.015099704E-2,2.754450142E-1
1.166920492E1,-5.411000177E-2,1.192319989E-1,7.746899873E-2
1.168924893E1,-5.985000171E-3,4.159099981E-2,3.406470120E-1
1.170929293E1,4.035700113E-2,-6.651999895E-3,4.219540060E-1
1.172933694E1,6.484999787E-3,-6.587000098E-3,4.103470147E-1
1.174938095E1,-1.602200046E-2,2.813600004E-2,3.646709919E-1
1.176942495E1,1.720399968E-2,2.688400075E-2,2.972100079E-1
1.178946895E1,1.145000011E-2,2.903000079E-2,3.502419889E-1
1.180951299E1,-2.339000115E-3,1.970000012E-4,1.066619977E-1
1.182955699E1,-5.869700015E-2,2.218299918E-2,2.669880092E-1
1.184960090E1,-5.629000068E-2,-6.982100010E-2,3.379029930E-1
1.186964488E1,1.073499955E-2,-4.880400002E-2,4.387789965E-1
1.188968888E1,-9.234300256E-2,1.024909988E-1,1.046489999E-1
1.190973285E1,-1.012049988E-1,8.212400228E-2,4.791799933E-2
1.192977685E1,1.707189977E-1,-6.124500185E-2,2.852600068E-2
1.194982082E1,-1.381000038E-3,-1.408299990E-2,1.401190013E-1
1.196986481E1,5.920799822E-2,-4.603699967E-2,2.707479894E-1
1.198990879E1,9.359700233E-2,-3.023100086E-2,3.513349891E-1
1.200995280E1,-4.176500067E-2,6.472100317E-2,3.068619967E-1
1.202999657E1,-1.282860041E-1,1.737869978E-1,1.676509976E-1
1.205004079E1,-8.186999708E-2,1.469430029E-1,2.582570016E-1
1.207008457E1,-2.615400031E-2,4.510200024E-2,2.848320007E-1
1.209012880E1,4.005400091E-2,-2.704600058E-2,1.863580048E-1
1.211017256E1,-2.858000109E-3,-3.291400149E-2,2.472089976E-1
1.213021678E1,6.199999916E-5,-7.290299982E-2,2.913840115E-1
1.215026054E1,3.161299974E-2,-6.288900226E-2,1.515700072E-1
1.217030455E1,2.668800019E-2,-3.271200135E-2,-1.067309976E-1
1.219034853E1,4.267700016E-2,2.039599977E-2,-2.285699993E-1
1.221039253E1,-1.196699962E-2,-3.253000090E-3,-1.073409989E-1
1.223043654E1,-2.861900069E-2,-4.000300169E-2,2.991999984E-1
1.225048053E1,1.868899912E-2,-4.007799923E-2,2.203299999E-1
1.227052454E1,-6.492999941E-2,4.120200127E-2,1.642539948E-1
1.229056854E1,-1.410840005E-1,1.204420030E-1,-7.776200026E-2
1.231061254E1,-4.388999939E-2,9.773399681E-2,-1.766110063E-1
1.233065643E1,8.168999851E-2,-2.416000003E-3,-4.892599955E-2
1.235070051E1,-5.779699981E-2,-1.143999980E-3,8.712899685E-2
1.237074452E1,-2.420000033E-3,-4.373399913E-2,1.268759966E-1
1.239078852E1,1.211759970E-1,-8.479999751E-2,1.379619986E-1
1.241083251E1,3.771600127E-2,-1.616300084E-2,-8.543100208E-2
1.243087651E1,-8.275999688E-3,-9.499000385E-3,-8.330500126E-2
1.245092042E1,2.557599917E-2,-9.363000281E-3,3.874899819E-2
1.247096443E1,-2.507999912E-2,1.449699979E-2,-6.752000190E-3
1.249100852E1,7.521000225E-3,-1.897099987E-2,4.382000118E-2
1.251105245E1,2.742700092E-2,-2.307800017E-2,7.921499759E-2
1.253109646E1,-4.071500152E-2,7.548200339E-2,9.218499810E-2
1.255114046E1,-7.536999881E-2,4.158399999E-2,3.795000166E-2
1.257118446E1,7.028599828E-2,-7.354199886E-2,-8.174999617E-3
1.259122854E1,7.572700083E-2,-7.760900259E-2,4.745399952E-2
1.261127246E1,9.686099738E-2,-5.271999910E-2,-2.589399926E-2
1.263131647E1,7.041899860E-2,-6.909000222E-3,2.579999855E-4
1.265136048E1,-6.190599874E-2,9.223400056E-2,-4.874800146E-2
1.267140447E1,-1.531569958E-1,1.156100035E-1,9.416600317E-2
1.269144847E1,-9.682399780E-2,9.093199670E-2,2.493579984E-1
1.271149247E1,-1.188500039E-2,1.215799991E-2,1.058539972E-1
1.273153646E1,1.173370034E-1,-4.366999865E-2,8.314400166E-2
1.275158047E1,1.755099930E-2,-9.634000249E-3,1.375869960E-1
1.277162423E1,-4.356800020E-2,9.570000111E-4,6.136000156E-2
1.279166844E1,3.354999935E-3,-2.121799998E-2,-8.890599757E-2
1.281171219E1,-3.611000022E-3,1.341699995E-2,-7.476899773E-2
1.283175641E1,5.672600120E-2,-1.092000050E-3,-2.158250064E-1
1.285180041E1,-5.796299875E-2,-5.940999836E-3,-6.492199749E-2
1.287184417E1,-5.925599858E-2,1.507799979E-2,1.246460006E-1
1.289188816E1,-4.947999865E-2,-2.349299937E-2,2.797780037E-1
1.291193216E1,4.186199978E-2,-3.143100068E-2,1.981009990E-1
1.293197616E1,-5.280699953E-2,3.017500043E-2,6.862399727E-2
1.295202016E1,8.058399707E-2,1.133599970E-2,-1.152700037E-1
1.297206415E1,5.650600046E-2,1.031399984E-2,-3.430699930E-2
1.299210815E1,-2.125999890E-3,-2.696399949E-2,1.135030016E-1
1.301215215E1,-1.833700016E-2,2.577000065E-3,2.072400041E-2
1.303219614E1,-3.562799841E-2,4.159000143E-2,-1.259980053E-1
1.305224014E1,-8.612999693E-3,5.294099823E-2,-2.563599944E-1
1.307228406E1,-3.341700137E-2,2.387800068E-2,-8.021900058E-2
1.309232837E1,8.315999806E-2,-6.744600087E-2,2.394790053E-1
1.311237208E1,-9.648700058E-2,-1.398800034E-2,3.781670034E-1
1.313241610E1,-1.243599970E-2,1.443799958E-2,3.441600129E-2
1.315246019E1,-6.785699725E-2,3.660399839E-2,-6.374900043E-2
1.317250411E1,2.642700076E-2,1.123800036E-2,2.145500034E-1
1.319254812E1,-4.838800058E-2,6.095600128E-2,-3.689799830E-2
1.321259212E1,6.502500176E-2,-5.383799970E-2,-8.288399875E-2
1.323263608E1,2.984100021E-2,-1.374229938E-1,1.143480018E-1
1.325268007E1,6.737700105E-2,-5.999200046E-2,-9.285199642E-2
1.327272407E1,3.941899911E-2,4.263399914E-2,-9.400000272E-5
1.329276817E1,-2.136499994E-2,1.144080013E-1,1.392370015E-1
1.331281210E1,-1.144919991E-1,1.561030000E-1,2.676199973E-1
1.333285586E1,-1.284260005E-1,1.153709963E-1,4.157609940E-1
1.335290009E1,-8.814500272E-2,3.979500011E-2,4.611760080E-1
1.337294410E1,2.008999931E-3,-6.051800027E-2,5.172569752E-1
1.339298810E1,-2.063100040E-2,-5.064100027E-2,4.510419965E-1
1.341303211E1,4.687200114E-2,-4.184199870E-2,2.758089900E-1
1.343307611E1,4.979899898E-2,-2.946000081E-3,1.106140018E-1
1.345312011E1,2.882299945E-2,2.331100032E-2,-1.021829993E-1
1.347316389E1,9.207099676E-2,8.657000028E-3,-1.625909954E-1
1.349320790E1,1.172930002E-1,-6.291799992E-2,-8.168999851E-2
1.351325190E1,-1.943599992E-2,-4.477699846E-2,6.092000008E-2
1.353329592E1,6.831999868E-3,-2.467299998E-2,1.275389940E-1
1.355334019E1,2.960900031E-2,5.800599977E-2,-1.293369979E-1
1.357338397E1,-9.170199931E-2,1.169530004E-1,-1.467269957E-1
1.359342799E1,-2.698699944E-2,7.203699648E-2,-2.800489962E-1
1.361347201E1,5.501999985E-3,-4.841199890E-2,-4.833599925E-2
1.363351601E1,-2.694899961E-2,-8.922299743E-2,1.520150006E-1
1.365356002E1,-2.960100025E-2,-3.976500034E-2,-8.951800317E-2
1.367360403E1,-1.288450062E-1,2.277999930E-2,-1.231459975E-1
1.369364803E1,5.960600078E-2,-5.451299995E-2,-5.851199850E-2
1.371369202E1,-3.186099976E-2,-3.461100161E-2,-1.260000020E-1
1.373373602E1,-1.263999962E-3,-2.736799978E-2,1.352719963E-1
1.375378002E1,-8.660000167E-4,-2.005100064E-2,-5.409900099E-2
1.377382395E1,4.857400060E-2,-2.145400085E-2,4.818199947E-2
1.379386801E1,2.081399970E-2,3.156000050E-3,1.504060030E-1
1.381391200E1,3.892799839E-2,1.413199957E-2,1.357270032E-1
1.383395598E1,5.440000095E-4,6.278000027E-2,2.796620131E-1
1.385399997E1,-3.782099858E-2,9.729400277E-2,1.528580040E-1
1.387404388E1,9.968400002E-2,1.894300058E-2,1.528059989E-1
1.389408787E1,2.012800053E-2,-7.231699675E-2,1.299320012E-1
1.391413184E1,1.929000020E-3,-5.912100151E-2,1.668519974E-1
1.393417581E1,7.351300120E-2,-8.931700140E-2,7.053399831E-2
1.395421981E1,1.781300083E-2,2.019600011E-2,-1.633940041E-1
1.397426380E1,-1.278939992E-1,9.405200183E-2,-1.546549946E-1
1.399430778E1,-1.517110020E-1,9.651099890E-2,-1.668700017E-2
1.401435178E1,-2.017600089E-2,3.615099937E-2,2.506100014E-2
1.403439578E1,2.193100005E-2,9.790999815E-3,-1.323229969E-1
1.405443978E1,-6.138899922E-2,1.287500001E-2,3.262199834E-2
1.407448376E1,2.131900005E-2,-5.843500048E-2,1.608539969E-1
1.409452776E1,-1.534499973E-2,-6.053800136E-2,2.219859958E-1
1.411457176E1,5.278100073E-2,-7.326799631E-2,6.345999986E-2
1.413461576E1,2.986700088E-2,-7.739999797E-3,-5.921199918E-2
1.415465978E1,-2.732699923E-2,3.643399850E-2,6.669899821E-2
1.417470377E1,3.816099837E-2,1.199899986E-2,1.141740009E-1
1.419474776E1,5.323500186E-2,9.569000453E-3,2.403599955E-2
1.421479154E1,-6.355999969E-3,4.245600104E-2,-1.859419942E-1
1.423483553E1,6.661000103E-2,1.196699962E-2,-1.173160002E-1
1.425487955E1,7.703500241E-2,-3.223500028E-2,2.847490013E-1
1.427492352E1,1.423320025E-1,-7.417999953E-2,2.718310058E-1
1.429496752E1,2.605899982E-2,8.929999894E-4,4.480800033E-2
1.431501150E1,-3.878999967E-3,4.537900165E-2,-1.141389981E-1
1.433505549E1,-1.868689954E-1,1.074440032E-1,6.825300306E-2
1.435509949E1,-6.238599867E-2,2.448200062E-2,3.010689914E-1
1.437514349E1,-9.270000271E-3,-1.580199972E-2,1.246810034E-1
1.439518749E1,-1.073039994E-1,1.641299948E-2,-8.468499780E-2
1.441523149E1,-1.073239967E-1,-1.123400033E-2,1.376799960E-2
1.443527548E1,-1.060799975E-2,-4.436900094E-2,1.096630022E-1
1.445531947E1,-1.340900064E-1,-9.422999807E-3,2.027069926E-1
1.447536347E1,8.615099639E-2,-7.035999745E-2,-9.583400190E-2
1.449540748E1,7.597299665E-2,-6.424999796E-3,-1.617790014E-1
1.451545142E1,-1.011329964E-1,6.777500361E-2,-2.788090110E-1
1.453549550E1,1.029950008E-1,-7.992599905E-2,-7.240999956E-3
1.455553951E1,9.620500356E-2,-8.525999635E-2,9.660899639E-2
1.457558350E1,6.737100333E-2,-3.022999968E-3,-5.150999874E-3
1.459562751E1,1.087459996E-1,-4.445400089E-2,-3.485799953E-2
1.461567147E1,1.401299983E-2,1.997300051E-2,-1.846400090E-2
1.463571542E1,-1.766999997E-2,5.904499814E-2,1.975769997E-1
1.465575942E1,-1.261519939E-1,8.890400082E-2,1.797090024E-1
1.467580344E1,-5.847499892E-2,1.227219999E-1,1.425590068E-1
1.469584745E1,1.569099911E-2,4.521799833E-2,9.823899716E-2
1.471589146E1,-6.536699831E-2,1.898900047E-2,1.588329971E-1
1.473593554E1,-1.555850059E-1,1.214400027E-2,3.181970119E-1
1.475597948E1,5.232099816E-2,-1.438670009E-1,5.184999704E-1
1.477602348E1,-6.557899714E-2,-2.775299922E-2,1.093979999E-1
1.479606749E1,1.074540019E-1,1.579499990E-2,-4.625680149E-1
1.481611148E1,6.052799895E-2,1.043649986E-1,-7.502059937E-1
1.483615548E1,2.738399990E-2,6.852100044E-2,-4.250569940E-1
1.485619948E1,1.499820054E-1,-7.669900358E-2,9.145000018E-3
1.487624347E1,6.858500093E-2,-1.009930000E-1,2.181430012E-1
1.489628747E1,-4.956000019E-3,-7.725399733E-2,2.860420048E-1
1.491633147E1,-3.669799864E-2,-3.654599935E-2,3.189559877E-1
1.493637552E1,-1.398420036E-1,-6.060999818E-3,3.477680087E-1
1.495641952E1,-8.597400039E-2,-2.322999993E-3,2.353679985E-1
1.497646352E1,-5.057999864E-2,4.389999900E-3,1.310839951E-1
1.499650750E1,-4.101699963E-2,6.332399696E-2,-2.763799950E-2
1.501655127E1,-2.710000053E-2,1.145469993E-1,-2.908869982E-1
1.503659527E1,-1.956200041E-2,8.520299941E-2,-2.281070054E-1
1.505663950E1,1.308249980E-1,-2.311600000E-2,-9.967599809E-2
1.507668350E1,9.678100049E-2,-5.255699903E-2,-5.279900134E-2
1.509672727E1,9.152399749E-2,-8.399999933E-4,5.163000152E-2
1.511677123E1,6.445299834E-2,-5.731999874E-3,1.173999975E-3
1.513681525E1,-3.373400122E-2,-8.721999824E-3,-1.092899963E-2
1.515685925E1,-9.057000279E-2,6.329099834E-2,9.223400056E-2
1.517690326E1,-9.080400318E-2,5.976200104E-2,2.928450108E-1
