"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.587438649E0,-1.454100013E-2,-9.657000192E-3,-3.132950068E-1
7.607482347E0,6.521000061E-3,-1.052999962E-2,-3.321650028E-1
7.627525959E0,-2.155400068E-2,-1.528800000E-2,-3.537540138E-1
7.647569708E0,1.239900012E-2,-3.029200062E-2,-2.532599866E-1
7.667613320E0,2.907700092E-2,-3.422199935E-2,-3.417289853E-1
7.687656996E0,9.309999878E-4,3.996900097E-2,-5.976819992E-1
7.707700693E0,4.003300145E-2,2.030700073E-2,-5.377879739E-1
7.727744400E0,3.469400108E-2,-1.908900030E-2,-2.245599926E-1
7.747788106E0,8.030000026E-4,-3.330500051E-2,-2.489819974E-1
7.767831784E0,-1.846400090E-2,-3.616100177E-2,-1.295100003E-1
7.787875481E0,-1.222200040E-2,-1.043200027E-2,-9.868700057E-2
7.807919149E0,2.082000021E-3,-3.755199909E-2,-9.860999882E-2
7.827962852E0,-1.771900058E-2,-2.567899972E-2,-2.040179968E-1
7.848006549E0,8.496000431E-3,-1.622899994E-2,-3.139019907E-1
7.868050261E0,-7.003100216E-2,5.691400170E-2,-3.423720002E-1
7.888093982E0,-1.064500026E-2,3.786199912E-2,-3.561260104E-1
7.908137659E0,2.514299937E-2,2.615999896E-3,-2.315980047E-1
7.928181352E0,1.008000039E-2,-6.218599901E-2,-2.411279976E-1
7.948225063E0,4.261999857E-3,6.827999838E-3,-3.295069933E-1
7.968268765E0,5.615999922E-3,2.365499921E-2,-4.489269853E-1
7.988312448E0,1.422599982E-2,2.556899935E-2,-3.004679978E-1
8.008356155E0,-2.390000009E-4,-3.156699985E-2,-1.618800014E-1
8.028399842E0,3.971099854E-2,-5.052499846E-2,-5.472600088E-2
8.048443320E0,7.287599891E-2,-1.153490022E-1,-7.679700106E-2
8.068487010E0,3.845300153E-2,-3.323699906E-2,-2.566280067E-1
8.088530933E0,-1.719200052E-2,1.121900044E-2,-3.954519928E-1
8.108574392E0,-1.565900072E-2,-4.456600174E-2,-4.241400063E-1
8.128618096E0,-4.364899918E-2,-2.873799950E-2,-3.763059974E-1
8.148661794E0,-2.908300050E-2,-6.976999808E-3,-3.810710013E-1
8.168705466E0,1.285499986E-2,1.988000050E-2,-2.873399854E-1
8.188749143E0,-3.282700107E-2,6.591399759E-2,-4.258880019E-1
8.208792841E0,3.082099929E-2,3.425500169E-2,-3.129119873E-1
8.228836543E0,1.283999998E-2,-2.165300027E-2,-1.599989980E-1
8.248880235E0,4.737399891E-2,-3.002100065E-2,-1.098669991E-1
8.268923928E0,4.357500002E-2,7.650000043E-3,-2.752639949E-1
8.288967620E0,8.844199777E-2,-3.335399926E-2,-2.945969999E-1
8.309011327E0,3.585400060E-2,-7.722999901E-3,-2.544350028E-1
8.329055033E0,8.941000327E-3,-4.737199843E-2,-2.788060009E-1
8.349098740E0,-2.171799913E-2,-9.624599665E-2,-1.929280013E-1
8.369142447E0,8.000000380E-3,-2.614600025E-2,-3.224880099E-1
8.389186139E0,-1.057399996E-2,-1.449100021E-2,-3.248240054E-1
8.409229845E0,-3.516399860E-2,3.597100079E-2,-2.697229981E-1
8.429273543E0,-2.233999968E-2,2.229999937E-2,-2.094900012E-1
8.449317235E0,-2.227500081E-2,-5.179000087E-3,-2.331510037E-1
8.469360937E0,1.834700070E-2,2.018499933E-2,-2.876000106E-1
8.489404644E0,-3.951999824E-3,7.366000116E-2,-3.900829852E-1
8.509448261E0,-1.437400002E-2,5.093299970E-2,-2.868570089E-1
8.529492042E0,2.704500034E-2,-3.158000065E-3,-1.645729989E-1
8.549535665E0,2.230899967E-2,-6.316900253E-2,-1.886640042E-1
8.569579336E0,2.737900056E-2,-7.384300232E-2,-3.590739965E-1
8.589623106E0,2.220300026E-2,-5.609399825E-2,-4.024820030E-1
8.609666805E0,-4.026500136E-2,2.348100021E-2,-4.454540014E-1
8.629710497E0,-2.998000011E-3,3.250399977E-2,-4.117729962E-1
8.649754175E0,2.989700064E-2,-6.045600027E-2,-2.543230057E-1
8.669797867E0,2.063499950E-2,-1.142800003E-1,-6.124399975E-2
8.689841544E0,9.529999807E-4,-7.098799944E-2,-1.213930026E-1
8.709885233E0,-1.173599996E-2,2.510200068E-2,-3.101539910E-1
8.729928834E0,-7.699999842E-4,7.892099768E-2,-6.180179715E-1
8.749972529E0,-1.443600003E-2,1.008670032E-1,-4.711610079E-1
8.770016207E0,-2.597999992E-3,3.961800039E-2,-4.111360013E-1
8.790059967E0,-1.118400041E-2,-7.561299950E-2,-1.240679994E-1
8.810103661E0,2.394700050E-2,-8.070699871E-2,-1.936009973E-1
8.830147277E0,-3.225899860E-2,-5.940100178E-2,-2.467080057E-1
8.850191044E0,5.371600017E-2,-4.173599929E-2,-2.663039863E-1
8.870234739E0,2.060599998E-2,-3.097099997E-2,-1.495620012E-1
8.890278450E0,-9.015000425E-3,-2.938999981E-2,-1.617269963E-1
8.910322070E0,-2.218999900E-3,-2.817000030E-3,-2.021130025E-1
8.930365760E0,2.161600068E-2,1.457700040E-2,-4.171189964E-1
8.950409529E0,-1.582399942E-2,7.213799655E-2,-5.550349951E-1
8.970453160E0,9.341999888E-3,1.174329966E-1,-5.877370238E-1
8.990496851E0,-1.895299926E-2,6.828100234E-2,-4.295499921E-1
9.010540543E0,3.357199952E-2,-4.384399951E-2,1.970399916E-2
9.030584254E0,6.633000076E-2,-1.637649983E-1,2.197840065E-1
9.050627976E0,5.412999913E-2,-1.496140063E-1,8.369999938E-3
9.070671663E0,2.256499976E-2,-3.878600150E-2,-2.839770019E-1
9.090715384E0,-7.213000208E-3,3.139999881E-2,-4.223150015E-1
9.110759081E0,-7.490099967E-2,1.306169927E-1,-4.336110055E-1
9.130802773E0,2.142000012E-3,-9.410000057E-4,-3.182719946E-1
9.150846557E0,2.668300085E-2,-8.708599955E-2,-1.894010007E-1
9.170890237E0,-1.336700004E-2,-9.513299912E-2,-1.562590003E-1
9.190933852E0,-9.711000137E-3,-3.409500048E-2,-3.358129859E-1
9.210977543E0,6.579999812E-3,6.100000069E-2,-4.933950007E-1
9.231021230E0,-1.492199954E-2,9.031700343E-2,-4.689410031E-1
9.251065004E0,-1.776699908E-2,3.563499823E-2,-2.149190009E-1
9.271108622E0,1.646899991E-2,-4.189199954E-2,-4.777299985E-2
9.291152302E0,1.119209975E-1,-1.279930025E-1,-7.946900278E-2
9.311196009E0,2.529400028E-2,-9.269300103E-2,-3.005999923E-1
9.331239706E0,3.384900093E-2,-2.384600043E-2,-3.462060094E-1
9.351283398E0,1.221199986E-2,6.672199816E-2,-5.301539898E-1
9.371327090E0,-1.919999951E-3,9.203000367E-2,-4.790950119E-1
9.391370788E0,-3.349300101E-2,1.587400027E-2,-2.136999965E-1
9.411414470E0,7.575000077E-2,-1.667750031E-1,4.868499935E-2
9.431458144E0,6.186800078E-2,-1.657119989E-1,-4.328300059E-2
9.451501836E0,1.882399991E-2,-3.717499971E-2,-3.066279888E-1
9.471545514E0,-2.295799926E-2,5.966899917E-2,-5.812529922E-1
9.491589212E0,-7.626400143E-2,1.008569971E-1,-6.185399890E-1
9.511632985E0,-4.165799916E-2,1.218400002E-1,-4.574620128E-1
9.531676602E0,-1.014200039E-2,2.577000065E-3,-1.533959955E-1
9.551720298E0,4.798800126E-2,-7.991199940E-2,5.434599891E-2
9.571763985E0,6.229399890E-2,-9.976900369E-2,2.049000002E-2
9.591807692E0,7.604999933E-3,-6.264399737E-2,-1.880549937E-1
9.611851380E0,4.968700185E-2,5.218999926E-3,-4.462760091E-1
9.631895062E0,-5.407999828E-2,6.856700033E-2,-5.488010049E-1
9.651938749E0,3.639000002E-3,5.006299913E-2,-4.619710147E-1
9.671982428E0,7.242999971E-3,-1.824799925E-2,-3.592819870E-1
9.692026110E0,3.521599993E-2,-9.980499744E-2,-1.543080062E-1
9.712069798E0,-8.120999672E-3,-1.791079938E-1,-9.233999997E-3
9.732113486E0,3.165499866E-2,-1.018910035E-1,-1.938859969E-1
9.752157197E0,-2.661699988E-2,8.525300026E-2,-6.001859903E-1
9.772200895E0,-3.671900183E-2,1.625200063E-1,-6.783800125E-1
9.792244587E0,-5.309999920E-3,7.562900335E-2,-4.240329862E-1
9.812288352E0,1.384800021E-2,9.123999625E-3,-1.368920058E-1
9.832331965E0,4.783200100E-2,-6.893400103E-2,-3.968099877E-2
9.852375660E0,2.444599941E-2,-1.737609953E-1,7.143399864E-2
9.872419347E0,3.739799932E-2,-1.400679946E-1,1.067019999E-1
9.892463117E0,5.469999742E-4,3.649999946E-2,-2.950389981E-1
9.912506714E0,-3.372899815E-2,9.051299840E-2,-6.816089749E-1
9.932550404E0,-5.910599977E-2,1.036920026E-1,-7.069839835E-1
9.952594092E0,-1.627000049E-2,4.487600178E-2,-4.697850049E-1
9.972637866E0,1.338700019E-2,-3.830900043E-2,-8.976200223E-2
9.992681483E0,5.304199830E-2,-1.416790038E-1,6.974799931E-2
1.001272517E1,5.268099904E-2,-1.501950026E-1,1.381400041E-2
1.003276886E1,-1.703000045E-3,-7.405599952E-2,-1.875090003E-1
1.005281263E1,-4.225099832E-2,4.831499979E-2,-3.735080063E-1
1.007285626E1,-5.081799999E-2,1.206260026E-1,-5.805770159E-1
1.009289992E1,-2.819300070E-2,8.405499905E-2,-5.747669935E-1
1.011294368E1,5.166300014E-2,5.946999881E-3,-3.325470090E-1
1.013298739E1,1.346599963E-2,-6.938800216E-2,-2.756290138E-1
1.015303108E1,2.300000004E-2,-1.065609977E-1,-1.204930022E-1
1.017307477E1,3.452099860E-2,-5.314999819E-2,-2.165859938E-1
1.019311846E1,6.935200095E-2,-7.215300202E-2,-3.267570138E-1
1.021316216E1,5.185000133E-3,-2.105100080E-2,-3.990460038E-1
1.023320586E1,1.360400021E-2,-1.142999995E-2,-1.930429935E-1
1.025324955E1,-2.849000040E-3,4.359199852E-2,-2.881869972E-1
1.027329326E1,2.060900070E-2,4.982899874E-2,-4.693120122E-1
1.029333694E1,4.141600057E-2,6.118899956E-2,-4.644039869E-1
1.031338064E1,6.563100219E-2,-5.140800029E-2,-2.468409985E-1
1.033342433E1,4.712599888E-2,2.772999927E-3,-2.064560056E-1
1.035346801E1,4.352499917E-2,5.322999787E-3,-2.618040144E-1
1.037351169E1,-5.129999947E-3,-8.643600345E-2,-1.665530056E-1
1.039355537E1,-3.426999971E-2,-1.466280073E-1,-8.872999810E-3
1.041359908E1,-4.090199992E-2,-4.347399995E-2,-2.024800032E-1
1.043364278E1,-2.003400028E-2,6.740699708E-2,-5.102649927E-1
1.045368644E1,-5.129599944E-2,1.715980023E-1,-7.244020104E-1
1.047373012E1,-1.580000040E-3,1.074120030E-1,-5.868669748E-1
1.049377381E1,1.448999997E-2,3.290899843E-2,-2.828449905E-1
1.051381773E1,5.638699979E-2,-5.257900059E-2,-7.537899911E-2
1.053386141E1,6.575399637E-2,-1.155359969E-1,1.213200018E-2
1.055390487E1,-1.006999984E-2,-1.353940070E-1,-5.368899927E-2
1.057394879E1,-1.799100079E-2,-1.312550008E-1,-5.170400068E-2
1.059399247E1,2.503999975E-3,-6.282000244E-2,-3.220129907E-1
1.061403618E1,-5.868199840E-2,3.567900136E-2,-6.371880174E-1
1.063407988E1,-7.587300241E-2,1.049299985E-1,-6.721310019E-1
1.065412365E1,-3.406799957E-2,8.618900180E-2,-5.560470223E-1
1.067416735E1,-1.542800013E-2,9.305299819E-2,-4.477669895E-1
1.069421098E1,5.289199948E-2,1.345499977E-2,-2.492270023E-1
1.071425466E1,6.912799925E-2,-6.009100005E-2,-4.660600051E-2
1.073429844E1,1.128709987E-1,-1.189199984E-1,1.028439999E-1
1.075434214E1,4.433900118E-2,-9.539700300E-2,2.995900065E-2
1.077438584E1,4.887200147E-2,-1.193990037E-1,-6.570000201E-3
1.079442955E1,4.384100065E-2,-5.393499881E-2,-3.009540141E-1
1.081447325E1,-4.631200060E-2,3.776799887E-2,-5.682039857E-1
1.083451693E1,-8.263099939E-2,3.492499888E-2,-7.396010160E-1
1.085456063E1,-2.473000064E-2,2.531999908E-2,-4.896180034E-1
1.087460455E1,-5.592799932E-2,1.036259979E-1,-4.121580124E-1
1.089464825E1,5.325499922E-2,5.755199865E-2,-5.723609924E-1
1.091469195E1,8.503600210E-2,-3.378599882E-2,-2.449959964E-1
1.093473564E1,7.513500005E-2,-6.193900108E-2,-2.814199962E-2
1.095477932E1,9.115999937E-2,-8.611100167E-2,-1.820529997E-1
1.097482301E1,1.944600046E-2,-9.356500208E-2,-2.714670002E-1
1.099486669E1,-2.316999948E-3,-1.141859964E-1,-2.863929868E-1
1.101491047E1,-3.276899830E-2,-2.233799919E-2,-2.837609947E-1
1.103495418E1,-9.700299799E-2,2.936900035E-2,-3.695609868E-1
1.105499785E1,-1.805300079E-2,-1.203999971E-3,-3.876459897E-1
1.107504154E1,-4.405200109E-2,6.175500154E-2,-4.825240076E-1
1.109508524E1,-6.885000039E-3,1.183549985E-1,-6.277269721E-1
1.111512893E1,5.288999900E-2,7.579100132E-2,-4.382399917E-1
1.113517262E1,3.869099915E-2,1.234699972E-2,-1.896219999E-1
1.115521632E1,6.510899961E-2,-5.835499987E-2,1.353000058E-3
1.117526001E1,5.027100071E-2,-8.879200369E-2,7.007499784E-2
1.119530370E1,4.432399943E-2,-5.953200161E-2,-2.201769948E-1
1.121534762E1,1.183899958E-2,-5.495899916E-2,-2.517359853E-1
1.123539131E1,-4.520799965E-2,-3.647800162E-2,-1.993339956E-1
1.125543499E1,1.799700037E-2,-3.655200079E-2,-1.727190018E-1
1.127547868E1,-2.694999985E-2,3.586700186E-2,-3.545269966E-1
1.129552236E1,-2.823000075E-3,1.718400046E-2,-3.707439899E-1
1.131556614E1,-2.883699909E-2,2.773199975E-2,-5.164949894E-1
1.133560984E1,-2.844000002E-3,1.862600073E-2,-5.497969985E-1
1.135565354E1,2.125800028E-2,3.053200059E-2,-4.202489853E-1
1.137569723E1,-2.880599909E-2,9.197399765E-2,-3.863570094E-1
1.139574092E1,1.378899999E-2,1.795200072E-2,-2.452870011E-1
1.141578462E1,3.899899870E-2,-6.981500238E-2,-8.098000288E-2
1.143582855E1,1.065879986E-1,-1.162249967E-1,-1.059089974E-1
1.145587226E1,1.460499968E-2,-9.082899988E-2,-2.505509853E-1
1.147591594E1,6.604999769E-3,-1.231210008E-1,-1.960940063E-1
1.149595963E1,1.582000032E-2,-1.315770000E-1,-3.375729918E-1
1.151600331E1,-1.680699922E-2,3.790200129E-2,-5.220180154E-1
1.153604700E1,-6.357900053E-2,9.455099702E-2,-5.359770060E-1
1.155609077E1,-2.539400011E-2,1.288129985E-1,-2.981689870E-1
1.157613446E1,-6.670999806E-3,1.014960036E-1,-3.284719884E-1
1.159617815E1,-6.699999794E-4,7.428500056E-2,-3.446300030E-1
1.161622207E1,1.809499972E-2,9.584000334E-3,-3.207879961E-1
1.163626576E1,7.207199931E-2,-3.176100180E-2,-1.990199983E-1
1.165630945E1,4.548700154E-2,-2.848000079E-2,-2.165179998E-1
1.167635314E1,5.104000121E-2,-9.706500173E-2,-2.269079983E-1
1.169639683E1,5.342499912E-2,-1.504870057E-1,-1.104660034E-1
1.171644061E1,3.749300167E-2,-1.130670011E-1,-3.240340054E-1
1.173648420E1,-2.244599909E-2,-6.397999823E-3,-4.750539958E-1
1.175652796E1,1.015300024E-2,3.844900057E-2,-5.347269773E-1
1.177657165E1,-2.243800089E-2,9.464900196E-2,-3.763790131E-1
1.179661559E1,-1.090599969E-2,2.902399935E-2,-3.208940029E-1
1.181665927E1,2.134300023E-2,2.542800084E-2,-4.187079966E-1
1.183670296E1,-3.059300035E-2,4.209100083E-2,-2.727720141E-1
1.185674662E1,2.612200007E-2,-2.273100056E-2,-1.435000002E-1
1.187679039E1,-1.321200002E-2,-2.462900057E-2,-1.388320029E-1
1.189683409E1,1.837600023E-2,-1.841299981E-2,-2.466000021E-1
1.191687771E1,2.362200059E-2,-4.209600016E-2,-3.594720066E-1
1.193692148E1,2.456399985E-2,-3.060000017E-2,-3.044919968E-1
1.195696518E1,2.401899919E-2,-1.999799907E-2,-3.117839992E-1
1.197700910E1,-2.391000045E-3,-3.135300055E-2,-3.981350064E-1
1.199705281E1,4.581000190E-3,-2.931600064E-2,-4.006429911E-1
1.201709650E1,-1.456999965E-2,2.081100084E-2,-2.689409852E-1
1.203714019E1,-2.427000087E-3,2.501099929E-2,-3.212710023E-1
1.205718390E1,-2.987200022E-2,7.605700195E-2,-4.357849956E-1
1.207722766E1,4.643499851E-2,4.663100094E-2,-3.995159864E-1
1.209727135E1,4.627599940E-2,-7.063999772E-3,-3.135859966E-1
1.211731504E1,6.563899666E-2,-2.283200063E-2,-2.252980024E-1
1.213735897E1,8.542000316E-3,-5.623500049E-2,-2.877520025E-1
1.215740268E1,1.153000048E-3,-7.753899693E-2,-3.766939938E-1
1.217744640E1,5.917499959E-2,-5.142699927E-2,-4.511600137E-1
1.219749018E1,9.513000026E-3,-1.744700037E-2,-4.109080136E-1
1.221753389E1,2.985999919E-3,1.081399992E-2,-3.512130082E-1
1.223757759E1,2.171999961E-2,7.180999964E-3,-2.193109989E-1
1.225762151E1,-2.178000053E-3,3.675900027E-2,-3.241510093E-1
1.227766521E1,2.962799929E-2,-4.790000152E-3,-5.299239755E-1
1.229770889E1,1.106000040E-2,5.559999961E-3,-5.468869805E-1
1.231775255E1,8.984999731E-3,-4.722400010E-2,-2.767980099E-1
1.233779631E1,-1.310400013E-2,-5.499099940E-2,-7.600799948E-2
1.235784000E1,6.535999943E-3,-1.033129990E-1,-1.338219941E-1
1.237788370E1,3.542900085E-2,-1.255290061E-1,-2.803210020E-1
1.239792763E1,-2.623200044E-2,-3.629799932E-2,-3.212980032E-1
1.241797132E1,-1.453700010E-2,-3.963200003E-2,-2.545129955E-1
1.243801501E1,-1.747499965E-2,5.428799987E-2,-3.261330128E-1
1.245805878E1,-2.628999995E-3,1.014859974E-1,-2.944029868E-1
1.247810249E1,1.968500018E-2,8.397000283E-2,-4.160659909E-1
1.249814641E1,1.665900089E-2,6.741400063E-2,-3.224700093E-1
1.251819009E1,-6.269000005E-3,6.460600346E-2,-1.262969971E-1
1.253823377E1,1.666400023E-2,-1.693299972E-2,-1.943000010E-3
1.255827745E1,6.356500089E-2,-7.928100228E-2,4.537700117E-2
1.257832121E1,5.778000131E-2,-1.308809966E-1,6.157200038E-2
1.259836490E1,6.680999883E-3,-6.844899803E-2,-8.753299713E-2
1.261840881E1,-1.541000046E-2,-1.040439978E-1,-1.667989939E-1
1.263845252E1,-2.445499972E-2,-4.406800121E-2,-2.672660053E-1
1.265849621E1,-8.758699894E-2,4.284200072E-2,-4.200550020E-1
1.267853998E1,-4.667099938E-2,1.083720028E-1,-5.077549815E-1
1.269858368E1,-8.273000270E-2,1.106960028E-1,-5.096880198E-1
1.271862737E1,-2.498999937E-3,3.620100021E-2,-1.695770025E-1
1.273867128E1,1.326700021E-2,-3.168300167E-2,6.937500089E-2
1.275871497E1,8.766999841E-2,-1.169129983E-1,1.236980036E-1
1.277875865E1,1.073689982E-1,-9.553100169E-2,1.494109929E-1
1.279880232E1,2.874200046E-2,-1.088399999E-2,-4.026199877E-2
1.281884607E1,4.076299816E-2,-3.705500066E-2,-1.170369983E-1
1.283889000E1,-2.411100082E-2,-5.027300119E-2,1.919499971E-2
1.285893369E1,-1.521500014E-2,-4.610000178E-2,9.333600104E-2
1.287897738E1,-1.630299911E-2,7.868000306E-3,-3.354600072E-2
1.289902116E1,-5.133400112E-2,8.049699664E-2,-5.481199920E-2
1.291906485E1,-5.193300173E-2,6.385000050E-2,-6.159399822E-2
1.293910878E1,-3.867800161E-2,9.513700008E-2,-3.007500060E-2
1.295915249E1,-1.281199977E-2,4.945499822E-2,8.494299650E-2
1.297919619E1,5.310500041E-2,-3.804900125E-2,1.638049930E-1
1.299923988E1,2.242399938E-2,-5.460299924E-2,2.257030010E-1
1.301928364E1,7.747200131E-2,-1.265900023E-2,1.105749980E-1
1.303932734E1,-1.271000039E-2,3.841999918E-2,-4.049199820E-2
1.305937127E1,-3.377800062E-2,8.520999923E-3,3.851300105E-2
1.307941495E1,-6.377200037E-2,2.578499913E-2,1.057870016E-1
1.309945871E1,-2.294999920E-2,2.789000049E-3,-1.843499951E-2
1.311950241E1,2.269800007E-2,2.606100030E-2,-9.497699887E-2
1.313954634E1,3.654999891E-3,9.651999921E-3,-4.081999883E-3
1.315959003E1,-1.004000008E-2,1.834899932E-2,3.429599851E-2
1.317963371E1,2.765000099E-3,1.362899970E-2,2.009000070E-2
1.319967750E1,-1.995900087E-2,1.002600044E-2,-3.003400005E-2
1.321972119E1,-1.916000037E-3,7.849000394E-3,-4.655399919E-2
1.323976488E1,1.073499955E-2,1.124399994E-2,-3.464499861E-2
1.325980882E1,1.859300025E-2,-7.151999976E-3,1.541730016E-1
1.327985258E1,7.335899770E-2,-5.461100116E-2,1.324480027E-1
1.329989628E1,2.016199939E-2,-2.515299991E-2,1.727899909E-2
1.331993996E1,3.143899888E-2,-2.297100052E-2,-3.797600046E-2
1.333998388E1,1.851000008E-3,-6.258299947E-2,6.232399866E-2
1.336002754E1,-2.473299950E-2,1.762299985E-2,-4.738999996E-3
1.338007131E1,1.898000017E-3,3.585800156E-2,-6.459800154E-2
1.340011502E1,2.747200057E-2,4.610000178E-2,-4.305899888E-2
1.342015873E1,-3.356999950E-3,2.815099992E-2,1.149140000E-1
1.344020265E1,-2.043999964E-3,2.352399938E-2,1.532350034E-1
1.346024635E1,-2.021100000E-2,2.695900016E-2,1.174260005E-1
1.348029013E1,1.236999966E-2,1.737199910E-2,-2.141000004E-3
1.350033382E1,5.069999956E-3,8.098399639E-2,-2.828699909E-2
1.352037772E1,-2.338220030E-1,-6.018299982E-2,-1.048099995E-1
1.354042143E1,-7.081999909E-3,4.308999982E-3,1.879210025E-1
1.356046519E1,-2.193400078E-2,2.791400068E-2,-3.956700116E-2
1.358050889E1,9.153000079E-3,2.731700055E-2,-4.926100001E-2
1.360055280E1,2.363800071E-2,-2.311499976E-2,-1.835300028E-2
1.362059624E1,7.447999902E-3,-3.320999909E-3,1.011030003E-1
1.364064025E1,5.776499957E-2,-1.618199982E-2,-1.976999920E-3
1.366068395E1,3.687499836E-2,-5.676800013E-2,6.947299838E-2
1.368072766E1,1.345199998E-2,-1.771800034E-2,5.026600137E-2
1.370077158E1,-5.499999970E-4,2.478300035E-2,-1.077449992E-1
1.372081527E1,1.073199976E-2,2.699200064E-2,-8.836100250E-2
1.374085902E1,-4.456600174E-2,-2.774999943E-3,-8.349999785E-2
1.376090274E1,-3.706799820E-2,-4.027299955E-2,3.148499876E-2
1.378094643E1,-3.251700103E-2,-2.149499953E-2,1.128730029E-1
1.380099033E1,-1.202800032E-2,6.109999958E-3,1.702480018E-1
1.382103411E1,2.110000059E-4,2.537499927E-2,8.414000273E-2
1.384107781E1,3.794199973E-2,3.082299978E-2,-1.336880028E-1
1.386112171E1,2.590999939E-3,6.463599950E-2,-1.694599986E-1
1.388116540E1,2.487099916E-2,3.481100127E-2,-1.188540012E-1
1.390120917E1,9.676000103E-3,4.332099855E-2,-2.216590047E-1
1.392125285E1,-3.045899980E-2,6.299000233E-2,-1.756840050E-1
1.394129679E1,1.924999990E-2,1.026960015E-1,-2.614609897E-1
1.396134049E1,3.624400124E-2,5.375999957E-2,-1.943739951E-1
1.398138424E1,6.184000056E-3,-3.699500114E-2,2.780899964E-2
1.400142796E1,6.855399907E-2,-1.116060019E-1,2.403060049E-1
1.402147187E1,6.231800094E-2,-1.707780063E-1,2.155199945E-1
1.404151557E1,1.405099966E-2,-1.487929970E-1,1.957679987E-1
1.406155935E1,-2.142499946E-2,-1.002570018E-1,1.116520017E-1
1.408160303E1,-3.736300021E-2,-6.942500174E-2,-3.438200057E-2
1.410164695E1,-8.106400073E-2,2.234300040E-2,-1.322479993E-1
1.412169070E1,-8.151700348E-2,8.690100163E-2,-2.035409957E-1
1.414173438E1,-7.344699651E-2,1.505459994E-1,-2.315219939E-1
1.416177806E1,-6.113100052E-2,1.509390026E-1,-1.637620032E-1
1.418182198E1,-1.387299970E-2,9.071700275E-2,8.305999637E-2
1.420186575E1,6.208400056E-2,-1.507999958E-3,2.914830148E-1
1.422190943E1,3.355000168E-2,-6.938999984E-3,1.810470074E-1
1.424195337E1,3.442300111E-2,-4.314099997E-2,1.474339962E-1
1.426199705E1,1.349799987E-2,-8.994399756E-2,1.685550064E-1
1.428204079E1,1.712599955E-2,-8.524200320E-2,2.711499929E-1
1.430208451E1,-1.157699991E-2,-6.604500115E-2,1.297719926E-1
1.432212841E1,2.293100022E-2,-5.178999901E-2,1.058209985E-1
1.434217210E1,1.285600010E-2,-1.973200031E-2,-5.210199952E-2
1.436221587E1,-1.425599959E-2,4.666899890E-2,-2.221350074E-1
1.438225956E1,4.467999935E-2,2.263199911E-2,-1.766240001E-1
1.440230348E1,5.522099882E-2,4.128500074E-2,-1.120560020E-1
1.442234723E1,5.196699873E-2,2.451599948E-2,-1.655399986E-2
1.444239094E1,4.554799944E-2,-8.993600309E-2,1.961189955E-1
1.446243465E1,7.317200303E-2,-1.049740016E-1,3.370459974E-1
1.448247858E1,-3.475999925E-3,-1.068319976E-1,1.500460058E-1
1.450252235E1,-2.298700064E-2,-4.976800084E-2,1.142179966E-1
1.452256603E1,-3.864099830E-2,4.886399955E-2,1.141900010E-2
1.454260996E1,-3.998500109E-2,2.027400024E-2,-2.508000005E-3
1.456265371E1,-1.188599970E-2,2.234400064E-2,-4.298700020E-2
1.458269741E1,-2.434300072E-2,1.185099967E-2,1.458999980E-2
1.460274133E1,-1.195199974E-2,2.990599908E-2,3.389000148E-2
1.462278502E1,2.268000040E-3,5.983899906E-2,-2.831000090E-2
1.464282877E1,4.988899827E-2,9.131000377E-3,3.379499912E-2
1.466287246E1,5.746600032E-2,-3.935299814E-2,1.915349960E-1
1.468291637E1,4.602999985E-2,-5.778000131E-2,2.200109959E-1
1.470296013E1,-7.459000219E-3,-3.006199934E-2,2.122999914E-2
1.472300404E1,-3.799000056E-3,6.440999918E-3,-6.024200097E-2
1.474304777E1,1.460000058E-4,-3.068600036E-2,9.543599933E-2
1.476309144E1,-2.414100058E-2,1.002699975E-2,5.475899950E-2
1.478313520E1,2.154600061E-2,-1.026600040E-2,-5.508999899E-2
1.480317913E1,-3.538199887E-2,2.798900008E-2,-1.052860022E-1
1.482322282E1,-1.523000002E-2,1.034700032E-2,-4.060399905E-2
1.484326660E1,3.398799896E-2,-3.014300019E-2,1.053830013E-1
1.486331052E1,-1.910299994E-2,1.125099976E-2,1.220680028E-1
1.488335421E1,7.954999804E-3,-4.312599823E-2,9.107500315E-2
1.490339799E1,3.213499859E-2,-3.015699983E-2,-1.664000005E-2
1.492344192E1,5.231000017E-3,2.195799910E-2,-5.485999957E-2
1.494348568E1,-6.059899926E-2,3.852700070E-2,-7.137499750E-2
1.496352939E1,-4.546799883E-2,7.269999944E-3,1.026799995E-2
1.498357333E1,2.760799974E-2,-8.147999644E-3,4.391499981E-2
1.500361704E1,1.627499983E-2,4.153300077E-2,-1.842699945E-2
1.502366081E1,-1.452399977E-2,2.303799987E-2,1.704239994E-1
1.504370451E1,6.417299807E-2,-4.162999988E-2,1.802330017E-1
1.506374842E1,4.271999933E-3,6.819599867E-2,1.037359983E-1
1.508379219E1,-1.720800065E-2,2.871800028E-2,-1.233099997E-1
1.510383588E1,-5.566800013E-2,4.315900058E-2,-8.723500371E-2
1.512387986E1,2.389000030E-3,-1.938099973E-2,1.067809984E-1
1.514392355E1,-2.148500085E-2,3.064000048E-3,1.019890010E-1
1.516396723E1,-1.722799987E-2,-2.976699919E-2,8.527299762E-2
