"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.923291208E0,1.538800049E-1,-2.013612671E0,5.317691803E0,5.688247635E0
1.933348208E0,-1.206191711E0,-3.445235596E0,6.918013916E0,7.821985892E0
1.943406208E0,-1.507664795E0,-4.079616394E0,6.939569092E0,8.189868267E0
1.953463208E0,-1.360969849E0,-2.911894684E0,6.425388336E0,7.184496144E0
1.963521208E0,-7.758366394E-1,-1.042731628E0,5.595364380E0,5.744328880E0
1.973578208E0,-1.288819885E-1,4.629872131E-1,4.097429352E0,4.125517546E0
1.983636208E0,1.686093750E0,1.224753113E0,1.471589813E0,2.551177944E0
1.993693208E0,1.798509979E0,2.145338745E0,-1.145118713E-1,2.801826091E0
2.003751208E0,-3.793112183E-1,2.460583191E0,1.365161133E-1,2.493387914E0
2.013808208E0,-2.633174286E0,2.153122559E0,2.472558289E0,4.205126403E0
2.023865208E0,-3.266507263E0,2.035167847E0,7.372917938E0,8.316964397E0
2.033923208E0,-1.938319244E0,1.103954315E0,8.871601410E0,9.147737873E0
2.043980208E0,-6.906637573E-1,-3.342549133E-1,7.502847748E0,7.541980317E0
2.054038208E0,7.259902954E-2,-8.101153564E-1,6.594087524E0,6.644061092E0
2.064095208E0,6.468049622E-1,3.472778320E-2,6.331533508E0,6.364580053E0
2.074153208E0,9.315129089E-1,4.683760071E-1,6.055806885E0,6.144907600E0
2.084210208E0,1.079105988E0,8.381071472E-1,5.123545532E0,5.302604279E0
2.094268208E0,1.903292084E0,9.279203796E-1,3.363505554E0,3.974509605E0
2.104325208E0,1.850002899E0,5.821394348E-1,3.205134888E0,3.746236338E0
2.114383208E0,8.482859802E-1,5.236111450E-1,4.189936981E0,4.306893270E0
2.124440208E0,8.846603394E-2,6.909631348E-1,3.941453705E0,4.002538395E0
2.134498208E0,9.011260986E-2,6.111790466E-1,2.302362213E0,2.383806173E0
2.144555208E0,2.000589752E0,8.165519714E-1,-5.221142578E-1,2.222997926E0
2.154613208E0,7.514373779E-2,2.749332733E0,-1.505419464E0,3.135405049E0
2.164670208E0,-3.088078308E0,3.327580261E0,-1.550326080E0,4.797137583E0
2.174727208E0,-6.282285919E0,3.782334595E0,1.903741150E0,7.576107294E0
2.184785208E0,-4.876858521E0,3.404969330E0,5.529950409E0,8.121447943E0
2.194842208E0,-4.041595459E0,1.900447998E0,4.596192169E0,6.408679966E0
2.204900208E0,-5.581742706E0,1.670526123E0,3.414848785E0,6.753347421E0
2.214957208E0,-6.020031281E0,2.686014404E0,3.186872864E0,7.321994854E0
2.225015208E0,-6.072871399E0,3.482358398E0,4.277804260E0,8.204035369E0
2.235072208E0,-6.331832886E0,4.247118073E0,5.261408844E0,9.263505958E0
2.245130208E0,-5.692212982E0,5.195096741E0,4.808151398E0,9.083426592E0
2.255187208E0,-4.973557434E0,6.118526459E0,3.658542023E0,8.692385709E0
2.265245208E0,-4.881049805E0,6.624474335E0,3.058290253E0,8.778464939E0
2.275302208E0,-5.193599854E0,6.760092316E0,3.234024811E0,9.117633686E0
2.285360208E0,-6.046226807E0,6.954537964E0,4.316873016E0,1.017633773E1
2.295417208E0,-6.556964722E0,7.221732330E0,5.232518921E0,1.106916702E1
2.305474208E0,-6.547833710E0,7.504644012E0,5.322332153E0,1.129252087E1
2.315532208E0,-6.614744568E0,7.548951874E0,4.818180542E0,1.113357013E1
2.325589208E0,-6.791377258E0,7.511080627E0,3.953129425E0,1.087043557E1
2.335647208E0,-6.732699280E0,7.716154175E0,3.667822723E0,1.087755480E1
2.345704208E0,-6.407276001E0,8.148754578E0,3.631747742E0,1.098385081E1
2.355762208E0,-5.711073761E0,8.085735626E0,3.145409088E0,1.038696695E1
2.365819208E0,-4.984035645E0,7.780819702E0,2.861150208E0,9.673052623E0
2.375877208E0,-4.249064026E0,7.568112030E0,2.976709900E0,9.175601704E0
2.385934208E0,-3.600163422E0,6.901697845E0,3.146905975E0,8.396286502E0
2.395992208E0,-2.895129547E0,5.989644470E0,4.199517059E0,7.867245992E0
2.406049208E0,-2.592908020E0,5.580245819E0,6.009104004E0,8.600677086E0
2.416107208E0,-2.302811279E0,5.193749542E0,6.923402710E0,8.956086153E0
2.426164208E0,-1.720372467E0,4.682263184E0,7.073839874E0,8.655777291E0
2.436222208E0,-1.373394012E0,4.381538544E0,6.931635590E0,8.314545271E0
2.446279208E0,-1.158141632E0,4.142335968E0,6.370003510E0,7.686168358E0
2.456336208E0,-6.514453125E-1,4.145479431E0,6.039490814E0,7.354238914E0
2.466394208E0,-1.194515991E-1,3.895199890E0,6.413413239E0,7.504579951E0
2.476451208E0,1.541793823E-2,3.108585663E0,7.191195831E0,7.834337242E0
2.486509208E0,-5.134323120E-2,2.169288940E0,8.284971313E0,8.564414767E0
2.496566208E0,-5.993536377E-1,1.424886932E0,9.464967499E0,9.590366902E0
2.506624208E0,-1.203497314E0,1.141376495E0,9.858798523E0,9.997352370E0
2.516681208E0,-1.283580780E0,1.395547943E0,8.658893738E0,8.864060833E0
2.526739208E0,-1.020278320E0,2.145638123E0,6.975943451E0,7.369431310E0
2.536796208E0,-6.773414612E-1,3.404969330E0,5.429658966E0,6.444672535E0
2.546854208E0,-4.587959290E-1,4.496798859E0,4.143084412E0,6.131626385E0
2.556911208E0,-2.414479065E-1,4.848866730E0,4.002526703E0,6.292060526E0
2.566969208E0,-2.293231201E-1,4.390070801E0,4.720882874E0,6.450739945E0
2.577026208E0,-4.896318054E-1,3.508553925E0,5.579197998E0,6.608868303E0
2.587083208E0,-1.221759338E0,2.098186798E0,6.524182892E0,6.961325027E0
2.597141208E0,-2.002535706E0,1.287921753E0,8.052654419E0,8.397269490E0
2.607198208E0,-2.192341003E0,1.246158600E0,9.339678040E0,9.674133357E0
2.617256208E0,-2.117047577E0,1.172062683E0,9.067244568E0,9.384590850E0
2.627313208E0,-1.793121185E0,1.197509766E0,7.813002777E0,8.105080235E0
2.637371208E0,-1.212179260E0,1.526974640E0,6.921456757E0,7.190799242E0
2.647428208E0,-5.921685791E-1,1.997446289E0,5.814808044E0,6.176766783E0
2.657486208E0,9.295669556E-2,2.640808411E0,4.352349243E0,5.091704424E0
2.667543208E0,9.602531433E-1,3.158132629E0,4.060456238E0,5.232895247E0
2.677601208E0,1.476080475E0,2.886597290E0,5.057682495E0,6.007612646E0
2.687658208E0,1.295256500E0,1.833088074E0,6.909631348E0,7.265046913E0
2.697716208E0,7.427554321E-1,8.042774963E-1,9.274563446E0,9.338954708E0
2.707773208E0,4.266128540E-2,-1.691482544E-2,1.060589493E1,1.060599422E1
2.717831208E0,-5.692662048E-1,-3.038681030E-1,1.016985168E1,1.019030339E1
2.727888208E0,-9.773176575E-1,2.251318359E-1,8.527317352E0,8.586091973E0
